Kanton,Jahr,Gemeinde,Kanton,Gemeinde,ref. Kirchgemeinde,kath. Kirchgemeinde
VD,2011,Saint-Sulpice,151.50,54.0000,0.0000,0.0000
NE,2011,Saint-Sulpice,130.00,72.0000,0.0000,0.0000
VD,2012,Saint-Sulpice,154.50,56.0000,0.0000,0.0000
NE,2012,Saint-Sulpice,130.00,72.0000,0.0000,0.0000
VD,2013,Saint-Sulpice,154.50,55.0000,0.0000,0.0000
VD,2014,Saint-Sulpice,154.50,55.0000,0.0000,0.0000
VD,2015,Saint-Sulpice (VD),154.50,55.0000,0.0000,0.0000
VD,2016,Saint-Sulpice (VD),154.50,55.0000,0.0000,0.0000
VD,2017,Saint-Sulpice (VD),154.50,55.0000,0.0000,0.0000
VD,2011,Sainte-Croix,151.50,68.0000,0.0000,0.0000
VD,2012,Sainte-Croix,154.50,70.0000,0.0000,0.0000
VD,2013,Sainte-Croix,154.50,70.0000,0.0000,0.0000
VD,2014,Sainte-Croix,154.50,70.0000,0.0000,0.0000
VD,2015,Sainte-Croix,154.50,70.0000,0.0000,0.0000
VD,2016,Sainte-Croix,154.50,70.0000,0.0000,0.0000
VD,2017,Sainte-Croix,154.50,70.0000,0.0000,0.0000
TG,2011,Salenstein,117.00,114.0000,15.0000,15.0000
TG,2012,Salenstein,117.00,111.0000,15.0000,15.0000
TG,2013,Salenstein,117.00,111.0000,15.0000,15.0000
TG,2014,Salenstein,117.00,111.0000,15.0000,15.0000
TG,2015,Salenstein,117.00,111.0000,15.0000,15.0000
TG,2016,Salenstein,117.00,111.0000,15.0000,15.0000
TG,2017,Salenstein,117.00,109.0000,15.0000,15.0000
FR,2011,Sâles,100.00,67.9000,9.0000,7.0000
FR,2012,Sâles,100.00,67.9000,9.0000,7.0000
FR,2013,Sâles,100.00,67.9000,9.0000,7.0000
FR,2014,Sâles,100.00,67.9000,9.0000,7.0000
FR,2015,Sâles,100.00,67.9000,9.0000,7.0000
FR,2016,Sâles,100.00,80.0000,9.0000,7.0000
FR,2017,Sâles,100.00,80.0000,9.0000,7.0000
SG,2013,Salez-Haag,115.00,134.0000,30.0000,22.0000
SG,2014,Salez-Haag,115.00,128.0000,30.0000,22.0000
VS,2015,Salgesch,1.00,1.2500,0.0000,0.0000
VS,2016,Salgesch,1.00,1.2500,0.0000,0.0000
VS,2017,Salgesch,1.00,1.2000,0.0000,0.0000
TG,2011,Salmsach,117.00,182.0000,23.0000,23.0000
TG,2012,Salmsach,117.00,176.0000,23.0000,23.0000
TG,2013,Salmsach,117.00,176.0000,23.0000,23.0000
TG,2014,Salmsach,117.00,169.0000,25.0000,23.0000
TG,2015,Salmsach,117.00,169.0000,25.0000,23.0000
TG,2016,Salmsach,117.00,169.0000,25.0000,23.0000
TG,2017,Salmsach,117.00,169.0000,25.0000,22.0000
GR,2011,Salouf,100.00,120.0000,17.0000,15.0000
GR,2012,Salouf,100.00,120.0000,17.0000,15.0000
GR,2013,Salouf,100.00,120.0000,17.0000,15.0000
GR,2014,Salouf,100.00,120.0000,20.5000,15.0000
GR,2015,Salouf,100.00,110.0000,20.5000,15.0000
VS,2015,Salvan,1.00,1.0000,0.0000,0.0000
VS,2016,Salvan,1.00,1.0000,0.0000,0.0000
VS,2017,Salvan,1.00,1.0000,0.0000,0.0000
FR,2011,Salvenach,100.00,72.2000,9.0000,8.0000
FR,2012,Salvenach,100.00,72.2000,9.0000,8.0000
FR,2013,Salvenach,100.00,72.2000,9.0000,8.0000
FR,2014,Salvenach,100.00,72.2000,9.0000,8.0000
FR,2015,Salvenach,100.00,72.2000,9.0000,8.0000
GR,2011,Samedan,100.00,70.0000,10.0000,10.0000
GR,2012,Samedan,100.00,75.0000,10.0000,10.0000
GR,2013,Samedan,100.00,75.0000,11.5000,10.0000
GR,2014,Samedan,100.00,95.0000,15.0000,10.0000
GR,2015,Samedan,100.00,95.0000,15.0000,10.0000
GR,2016,Samedan,100.00,95.0000,15.0000,10.0000
GR,2017,Samedan,100.00,95.0000,14.0000,10.0000
GR,2011,Samnaun,100.00,100.0000,17.0000,15.0000
GR,2012,Samnaun,100.00,100.0000,17.0000,15.0000
GR,2013,Samnaun,100.00,100.0000,17.0000,15.0000
GR,2014,Samnaun,100.00,100.0000,20.5000,15.0000
GR,2015,Samnaun,100.00,100.0000,20.5000,15.0000
GR,2016,Samnaun,100.00,100.0000,20.5000,15.0000
GR,2017,Samnaun,100.00,100.0000,20.5000,15.0000
GR,2013,San Carlo,100.00,90.0000,7.5000,15.0000
GR,2014,San Carlo,100.00,90.0000,11.0000,15.0000
TI,2011,SAN NAZZARO,100.00,75.0000,0.0000,0.0000
GR,2011,San Vittore,100.00,100.0000,17.0000,7.0000
GR,2012,San Vittore,100.00,100.0000,17.0000,7.0000
GR,2013,San Vittore,100.00,100.0000,17.0000,7.0000
GR,2014,San Vittore,100.00,100.0000,20.5000,7.0000
GR,2015,San Vittore,100.00,100.0000,20.5000,7.0000
GR,2016,San Vittore,100.00,95.0000,20.5000,7.0000
GR,2017,San Vittore,100.00,90.0000,20.5000,7.0000
TI,2011,SANT'ANTONINO,100.00,70.0000,0.0000,0.0000
TI,2012,SANT'ANTONINO,100.00,65.0000,0.0000,0.0000
TI,2013,SANT'ANTONINO,100.00,65.0000,0.0000,0.0000
TI,2014,SANT'ANTONINO,100.00,65.0000,0.0000,0.0000
TI,2015,Sant'Antonino,100.00,65.0000,0.0000,0.0000
TI,2016,Sant'Antonino,100.00,65.0000,0.0000,0.0000
TI,2017,Sant'Antonino,100.00,65.0000,0.0000,0.0000
TI,2011,SANT'ANTONIO,100.00,95.0000,0.0000,0.0000
TI,2012,SANT'ANTONIO,100.00,95.0000,0.0000,0.0000
TI,2013,SANT'ANTONIO,100.00,95.0000,0.0000,0.0000
TI,2014,SANT'ANTONIO,100.00,95.0000,0.0000,0.0000
TI,2015,Sant'Antonio,100.00,95.0000,0.0000,0.0000
TI,2016,Sant'Antonio,100.00,95.0000,0.0000,0.0000
TI,2017,Sant'Antonio,100.00,95.0000,0.0000,0.0000
GR,2015,Santa Maria in Calanca,100.00,120.0000,20.5000,15.0000
GR,2016,Santa Maria in Calanca,100.00,120.0000,20.5000,15.0000
GR,2017,Santa Maria in Calanca,100.00,120.0000,20.5000,15.0000
SG,2011,Sargans,95.00,142.0000,21.0000,23.0000
SG,2012,Sargans,105.00,142.0000,21.0000,23.0000
SG,2013,Sargans,115.00,142.0000,21.0000,23.0000
SG,2014,Sargans,115.00,142.0000,24.0000,23.0000
SG,2015,Sargans,115.00,142.0000,24.0000,23.0000
SG,2016,Sargans,115.00,142.0000,24.0000,23.0000
SG,2017,Sargans,115.00,142.0000,24.0000,21.0000
AG,2011,Sarmenstorf,109.00,105.0000,17.0000,21.0000
AG,2012,Sarmenstorf,109.00,105.0000,16.0000,21.0000
AG,2013,Sarmenstorf,109.00,105.0000,16.0000,21.0000
AG,2014,Sarmenstorf,109.00,105.0000,16.0000,21.0000
AG,2015,Sarmenstorf,109.00,105.0000,16.0000,20.0000
AG,2016,Sarmenstorf,109.00,100.0000,16.0000,20.0000
AG,2017,Sarmenstorf,109.00,100.0000,16.0000,20.0000
OW,2011,Sarnen,2.95,4.0600,0.5400,0.5400
OW,2012,Sarnen,2.95,4.0600,0.5400,0.5400
OW,2013,Sarnen,2.95,4.0600,0.5400,0.5400
OW,2014,Sarnen,2.95,4.0600,0.5400,0.5400
OW,2015,Sarnen,3.05,4.1600,0.5400,0.5400
OW,2016,Sarnen,3.05,4.0600,0.5400,0.5400
OW,2017,Sarnen,3.05,4.0600,0.5400,0.5400
VD,2011,Sarzens,151.50,76.0000,0.0000,0.0000
VD,2012,Sarzens,154.50,75.0000,0.0000,0.0000
VD,2013,Sarzens,154.50,76.0000,0.0000,0.0000
VD,2014,Sarzens,154.50,76.0000,0.0000,0.0000
VD,2015,Sarzens,154.50,74.0000,0.0000,0.0000
VD,2016,Sarzens,154.50,74.0000,0.0000,0.0000
VD,2011,Sassel,151.50,79.0000,0.0000,0.0000
GE,2011,Satigny,147.50,39.0000,0.0000,0.0000
GE,2012,Satigny,147.50,39.0000,0.0000,0.0000
GE,2013,Satigny,147.50,39.0000,0.0000,0.0000
GE,2014,Satigny,148.50,39.0000,0.0000,0.0000
GE,2015,Satigny,148.50,39.0000,0.0000,0.0000
GE,2016,Satigny,148.50,39.0000,0.0000,0.0000
GE,2017,Satigny,148.50,39.0000,0.0000,0.0000
SZ,2011,Sattel,120.00,200.0000,30.0000,40.0000
SZ,2012,Sattel,120.00,200.0000,32.0000,37.0000
SZ,2013,Sattel,120.00,210.0000,32.0000,37.0000
SZ,2014,Sattel,120.00,210.0000,32.0000,35.0000
SZ,2015,Sattel,145.00,210.0000,32.0000,32.0000
SZ,2016,Sattel,170.00,210.0000,32.0000,32.0000
SZ,2017,Sattel,170.00,210.0000,29.0000,32.0000
VD,2011,Saubraz,151.50,69.0000,0.0000,0.0000
VD,2012,Saubraz,154.50,75.0000,0.0000,0.0000
VD,2013,Saubraz,154.50,83.0000,0.0000,0.0000
VD,2014,Saubraz,154.50,83.0000,0.0000,0.0000
VD,2015,Saubraz,154.50,83.0000,0.0000,0.0000
VD,2016,Saubraz,154.50,80.0000,0.0000,0.0000
VD,2017,Saubraz,154.50,80.0000,0.0000,0.0000
BE,2014,Sauge,3.06,1.9000,0.1610,0.2300
BE,2015,Sauge,3.06,1.9000,0.1610,0.2300
BE,2016,Sauge,3.06,1.9000,0.1610,0.2300
BE,2017,Sauge,3.06,1.9000,0.1800,0.2300
JU,2011,Saulcy,2.85,2.2000,8.1000,11.3000
JU,2012,Saulcy,2.85,2.2000,8.1000,11.3000
JU,2013,Saulcy,2.85,2.2000,8.1000,11.3000
JU,2014,Saulcy,2.85,2.2000,8.1000,11.3000
JU,2015,Saulcy,2.85,2.2000,8.1000,11.3000
JU,2016,Saulcy,2.85,2.2000,8.1000,10.5000
JU,2017,Saulcy,2.85,2.2000,8.1000,10.5000
BE,2011,Saules,3.06,1.8400,0.2300,0.2300
BE,2012,Saules,3.06,1.8400,0.2300,0.2300
BE,2013,Saules,3.06,1.8400,0.2300,0.2300
BE,2014,Saules,3.06,1.8400,0.2300,0.2300
BE,2015,Saules (BE),3.06,1.8400,0.2300,0.2300
BE,2016,Saules (BE),3.06,1.8400,0.2300,0.2300
BE,2017,Saules (BE),3.06,1.8400,0.2300,0.2300
NE,2011,Savagnier,130.00,66.0000,0.0000,0.0000
NE,2012,Savagnier,130.00,66.0000,0.0000,0.0000
NE,2013,Savagnier,130.00,61.0000,0.0000,0.0000
NE,2014,Savagnier,123.00,68.0000,0.0000,0.0000
VS,2015,Savièse,1.00,1.1500,0.0000,0.0000
VS,2016,Savièse,1.00,1.1500,0.0000,0.0000
VS,2017,Savièse,1.00,1.1500,0.0000,0.0000
VD,2011,Savigny,151.50,66.0000,0.0000,0.0000
VD,2012,Savigny,154.50,68.0000,0.0000,0.0000
VD,2013,Savigny,154.50,68.0000,0.0000,0.0000
VD,2014,Savigny,154.50,67.0000,0.0000,0.0000
VD,2015,Savigny,154.50,67.0000,0.0000,0.0000
VD,2016,Savigny,154.50,69.0000,0.0000,0.0000
VD,2017,Savigny,154.50,69.0000,0.0000,0.0000
GR,2011,Savognin,100.00,112.8750,17.0000,17.0000
GR,2012,Savognin,100.00,112.8750,17.0000,17.0000
GR,2013,Savognin,100.00,112.8750,17.0000,17.0000
GR,2014,Savognin,100.00,112.8750,20.5000,17.0000
GR,2015,Savognin,100.00,112.8750,20.5000,17.0000
TI,2011,SAVOSA,100.00,72.5000,0.0000,0.0000
TI,2012,SAVOSA,100.00,72.5000,0.0000,0.0000
TI,2013,SAVOSA,100.00,75.0000,0.0000,0.0000
TI,2014,SAVOSA,100.00,75.0000,0.0000,0.0000
TI,2015,Savosa,100.00,75.0000,0.0000,0.0000
TI,2016,Savosa,100.00,75.0000,0.0000,0.0000
TI,2017,Savosa,100.00,75.0000,0.0000,0.0000
SG,2013,Sax-Frümsen,115.00,134.0000,30.0000,22.0000
SG,2014,Sax-Frümsen,115.00,128.0000,30.0000,22.0000
BE,2011,Saxeten,3.06,1.6900,0.2070,0.2300
BE,2012,Saxeten,3.06,1.6900,0.2070,0.2300
BE,2013,Saxeten,3.06,1.6900,0.2070,0.2300
BE,2014,Saxeten,3.06,1.6900,0.2070,0.2300
BE,2015,Saxeten,3.06,1.6900,0.2070,0.2070
BE,2016,Saxeten,3.06,1.6900,0.1840,0.2070
BE,2017,Saxeten,3.06,1.6900,0.1840,0.2070
VS,2015,Saxon,1.00,1.2000,0.0000,0.0000
VS,2016,Saxon,1.00,1.2000,0.0000,0.0000
VS,2017,Saxon,1.00,1.2000,0.0000,0.0000
SH,2011,Schaffhausen,112.00,98.0000,13.0000,13.5000
SH,2012,Schaffhausen,98.00,98.0000,13.0000,14.5000
SH,2013,Schaffhausen,112.00,98.0000,13.0000,14.5000
SH,2014,Schaffhausen,112.00,98.0000,13.0000,14.5000
SH,2015,Schaffhausen,114.00,98.0000,13.0000,14.5000
SH,2016,Schaffhausen,115.00,97.0000,13.0000,14.5000
SH,2017,Schaffhausen,115.00,95.0000,13.0000,14.5000
AG,2011,Schafisheim,109.00,98.0000,20.0000,19.0000
AG,2012,Schafisheim,109.00,98.0000,20.0000,19.0000
AG,2013,Schafisheim,109.00,98.0000,20.0000,19.0000
AG,2014,Schafisheim,109.00,98.0000,20.0000,19.0000
AG,2015,Schafisheim,109.00,102.0000,18.0000,19.0000
AG,2016,Schafisheim,109.00,102.0000,18.0000,19.0000
AG,2017,Schafisheim,109.00,102.0000,18.0000,19.0000
BE,2011,Schalunen,3.06,1.7300,0.1840,0.1550
BE,2012,Schalunen,3.06,1.9200,0.1840,0.1550
BE,2013,Schalunen,3.06,1.9200,0.1840,0.1650
BE,2011,Schangnau,3.06,2.1000,0.2100,0.2700
BE,2012,Schangnau,3.06,2.1000,0.2100,0.2700
BE,2013,Schangnau,3.06,2.1000,0.2100,0.2700
BE,2014,Schangnau,3.06,2.1000,0.2300,0.2700
BE,2015,Schangnau,3.06,2.1000,0.2300,0.2700
BE,2016,Schangnau,3.06,1.9000,0.2300,0.2700
BE,2017,Schangnau,3.06,1.9000,0.2300,0.2700
SG,2011,Schänis,95.00,140.0000,22.5000,26.0000
SG,2012,Schänis,105.00,140.0000,22.5000,26.0000
SG,2013,Schänis,115.00,145.0000,22.5000,26.0000
SG,2014,Schänis,115.00,145.0000,22.5000,25.0000
SG,2015,Schänis,115.00,145.0000,22.5000,25.0000
SG,2016,Schänis,115.00,145.0000,22.5000,25.0000
SG,2017,Schänis,115.00,138.0000,22.5000,25.0000
GR,2011,Scharans,100.00,110.0000,17.0000,15.0000
GR,2012,Scharans,100.00,110.0000,17.0000,15.0000
GR,2013,Scharans,100.00,110.0000,17.0000,15.0000
GR,2014,Scharans,100.00,110.0000,20.5000,15.0000
GR,2015,Scharans,100.00,110.0000,20.5000,15.0000
GR,2016,Scharans,100.00,110.0000,20.5000,15.0000
GR,2017,Scharans,100.00,100.0000,20.5000,15.0000
UR,2011,Schattdorf,100.00,91.0000,120.0000,96.0000
UR,2012,Schattdorf,100.00,88.0000,120.0000,96.0000
UR,2013,Schattdorf,100.00,88.0000,120.0000,96.0000
UR,2014,Schattdorf,100.00,88.0000,120.0000,96.0000
UR,2015,Schattdorf,100.00,88.0000,120.0000,96.0000
UR,2016,Schattdorf,100.00,91.0000,120.0000,96.0000
UR,2017,Schattdorf,100.00,91.0000,120.0000,96.0000
BE,2011,Schattenhalb,3.06,1.9900,0.2300,0.2070
BE,2012,Schattenhalb,3.06,1.9900,0.2300,0.2000
BE,2013,Schattenhalb,3.06,1.9900,0.2300,0.2000
BE,2014,Schattenhalb,3.06,1.9900,0.2300,0.2000
BE,2015,Schattenhalb,3.06,1.9900,0.2300,0.2000
BE,2016,Schattenhalb,3.06,1.9900,0.2300,0.2000
BE,2017,Schattenhalb,3.06,1.9900,0.2300,0.2000
GR,2013,Scheid,100.00,110.0000,17.0000,15.0000
GR,2014,Scheid,100.00,110.0000,20.5000,15.0000
BE,2011,Schelten,3.06,2.0400,0.2300,0.2764
BE,2012,Schelten,3.06,2.2000,0.2300,0.2764
BE,2013,Schelten,3.06,2.2000,0.2300,0.2764
BE,2014,Schelten,3.06,2.2000,0.2300,0.2764
BE,2015,Schelten,3.06,2.2000,0.2300,0.2764
BE,2016,Schelten,3.06,2.2000,0.2300,0.2764
BE,2017,Schelten,3.06,2.2000,0.2300,0.2764
LU,2011,Schenkon,1.50,1.3000,0.2200,0.2500
LU,2012,Schenkon,1.50,1.3000,0.2200,0.2500
LU,2013,Schenkon,1.50,1.3000,0.2200,0.2500
LU,2014,Schenkon,1.60,1.3000,0.2200,0.2500
LU,2015,Schenkon,1.60,2.1000,0.2500,0.2600
LU,2016,Schenkon,1.60,2.1000,0.2500,0.2600
LU,2017,Schenkon,1.60,1.2000,0.2500,0.2500
AG,2011,Scherz,109.00,122.0000,20.0000,17.0000
AG,2012,Scherz,109.00,122.0000,20.0000,17.0000
AG,2013,Scherz,109.00,122.0000,19.0000,17.0000
AG,2014,Scherz,109.00,122.0000,19.0000,17.0000
AG,2015,Scherz,109.00,122.0000,19.0000,18.0000
AG,2016,Scherz,109.00,122.0000,19.0000,20.0000
AG,2017,Scherz,109.00,122.0000,19.0000,20.0000
BE,2011,Scheunen,3.06,1.4000,0.1836,0.2070
BE,2012,Scheunen,3.06,1.4000,0.1836,0.2070
BE,2013,Scheunen,3.06,1.4000,0.1836,0.2070
BE,2011,Scheunen (Oberscheunen),3.06,1.4000,0.2180,0.2070
BE,2013,Scheunen (Oberscheunen),3.06,1.4000,0.2180,0.2070
BE,2011,Scheuren,3.06,1.9000,0.1900,0.2185
BE,2012,Scheuren,3.06,1.9000,0.1900,0.2185
BE,2013,Scheuren,3.06,1.9000,0.1900,0.2185
BE,2014,Scheuren,3.06,1.9000,0.1900,0.2185
BE,2015,Scheuren,3.06,1.9000,0.1900,0.2185
BE,2016,Scheuren,3.06,1.9000,0.1900,0.2185
BE,2017,Scheuren,3.06,1.9000,0.1900,0.2185
GR,2011,Schiers,100.00,120.0000,17.0000,15.0000
GR,2012,Schiers,100.00,120.0000,17.0000,15.0000
GR,2013,Schiers,100.00,120.0000,17.0000,15.0000
GR,2014,Schiers,100.00,120.0000,20.5000,15.0000
GR,2015,Schiers,100.00,120.0000,20.5000,13.0000
GR,2016,Schiers,100.00,120.0000,20.5000,13.0000
GR,2017,Schiers,100.00,120.0000,20.5000,13.0000
AG,2014,Schinznach,109.00,108.0000,19.0000,17.0000
AG,2015,Schinznach,109.00,108.0000,19.0000,18.0000
AG,2016,Schinznach,109.00,108.0000,19.0000,20.0000
AG,2017,Schinznach,109.00,108.0000,19.0000,20.0000
AG,2014,Schinznach Bad,109.00,110.0000,19.0000,17.0000
AG,2011,Schinznach-Bad,109.00,110.0000,20.0000,17.0000
AG,2012,Schinznach-Bad,109.00,110.0000,20.0000,17.0000
AG,2013,Schinznach-Bad,109.00,110.0000,19.0000,17.0000
AG,2015,Schinznach-Bad,109.00,110.0000,19.0000,18.0000
AG,2016,Schinznach-Bad,109.00,110.0000,19.0000,20.0000
AG,2017,Schinznach-Bad,109.00,110.0000,19.0000,20.0000
AG,2011,Schinznach-Dorf,109.00,104.0000,19.0000,17.0000
AG,2012,Schinznach-Dorf,109.00,104.0000,19.0000,17.0000
AG,2013,Schinznach-Dorf,109.00,104.0000,19.0000,17.0000
GR,2011,Schlans,100.00,130.0000,17.0000,15.0000
GR,2013,Schlans,100.00,105.0000,17.0000,15.0000
GR,2014,Schlans,100.00,105.0000,20.5000,15.0000
ZH,2011,Schlatt,100.00,122.0000,14.0000,12.0000
AI,2011,Schlatt,96.00,107.0000,24.0000,23.0000
TG,2011,Schlatt,117.00,160.0000,23.0000,21.0000
AI,2012,Schlatt,96.00,107.0000,24.0000,23.0000
TG,2012,Schlatt,117.00,155.0000,23.0000,20.0000
ZH,2012,Schlatt,100.00,122.0000,14.0000,11.0000
AI,2013,Schlatt,96.00,105.0000,24.0000,23.0000
TG,2013,Schlatt,117.00,153.0000,23.0000,18.0000
ZH,2013,Schlatt,100.00,122.0000,14.0000,11.0000
ZH,2014,Schlatt,100.00,124.0000,14.0000,11.0000
TG,2014,Schlatt,117.00,151.0000,23.0000,18.0000
AI,2014,Schlatt,96.00,100.0000,24.0000,23.0000
TG,2015,Schlatt (TG),117.00,148.0000,23.0000,18.0000
TG,2016,Schlatt (TG),117.00,148.0000,23.0000,18.0000
TG,2017,Schlatt (TG),117.00,148.0000,23.0000,18.0000
ZH,2015,Schlatt (ZH),100.00,124.0000,14.0000,11.0000
ZH,2016,Schlatt (ZH),100.00,128.0000,14.0000,11.0000
ZH,2017,Schlatt (ZH),100.00,128.0000,14.0000,12.0000
AI,2015,Schlatt-Haslen,96.00,90.0000,18.0000,18.0000
AI,2016,Schlatt-Haslen,96.00,89.5000,18.0000,18.0000
AI,2017,Schlatt-Haslen,96.00,82.0000,18.0000,18.0000
ZH,2011,Schleinikon,100.00,122.0000,10.0000,13.0000
ZH,2012,Schleinikon,100.00,122.0000,10.0000,13.0000
ZH,2013,Schleinikon,100.00,122.0000,10.0000,12.0000
ZH,2014,Schleinikon,100.00,117.0000,10.0000,12.0000
ZH,2015,Schleinikon,100.00,117.0000,10.0000,12.0000
ZH,2016,Schleinikon,100.00,110.0000,10.0000,12.0000
ZH,2017,Schleinikon,100.00,110.0000,10.0000,12.0000
SH,2011,Schleitheim,112.00,119.0000,10.0000,16.0000
SH,2012,Schleitheim,98.00,119.0000,10.0000,16.0000
SH,2013,Schleitheim,112.00,119.0000,10.0000,16.0000
SH,2014,Schleitheim,112.00,119.0000,10.0000,16.0000
SH,2015,Schleitheim,114.00,119.0000,10.0000,16.0000
SH,2016,Schleitheim,115.00,115.0000,10.0000,16.0000
SH,2017,Schleitheim,115.00,115.0000,10.0000,16.0000
LU,2011,Schlierbach,1.50,1.7500,0.2200,0.3000
LU,2012,Schlierbach,1.50,1.7500,0.2200,0.3000
LU,2013,Schlierbach,1.50,1.7500,0.2200,0.3750
LU,2014,Schlierbach,1.60,1.7500,0.2200,0.3750
LU,2015,Schlierbach,1.60,1.8500,0.2500,0.2500
LU,2016,Schlierbach,1.60,1.8500,0.2500,0.2500
LU,2017,Schlierbach,1.60,1.7500,0.2500,0.3750
ZH,2011,Schlieren,100.00,119.0000,11.0000,12.0000
ZH,2012,Schlieren,100.00,119.0000,11.0000,12.0000
ZH,2013,Schlieren,100.00,119.0000,11.0000,12.0000
ZH,2014,Schlieren,100.00,114.0000,11.0000,12.0000
ZH,2015,Schlieren,100.00,114.0000,11.0000,12.0000
ZH,2016,Schlieren,100.00,114.0000,11.0000,12.0000
ZH,2017,Schlieren,100.00,114.0000,11.0000,12.0000
AG,2011,Schlossrued,109.00,112.0000,25.0000,19.0000
AG,2012,Schlossrued,109.00,117.0000,25.0000,19.0000
AG,2013,Schlossrued,109.00,117.0000,23.0000,19.0000
AG,2014,Schlossrued,109.00,119.0000,23.0000,18.0000
AG,2015,Schlossrued,109.00,119.0000,23.0000,18.0000
AG,2016,Schlossrued,109.00,123.0000,23.0000,18.0000
AG,2017,Schlossrued,109.00,123.0000,25.0000,18.0000
BE,2011,Schlosswil,3.06,1.6000,0.2300,0.1900
BE,2012,Schlosswil,3.06,1.6900,0.2300,0.1900
BE,2013,Schlosswil,3.06,1.6900,0.2300,0.1900
BE,2014,Schlosswil,3.06,1.7900,0.2700,0.1900
BE,2015,Schlosswil,3.06,1.7900,0.2700,0.1900
BE,2016,Schlosswil,3.06,1.7900,0.2700,0.1900
BE,2017,Schlosswil,3.06,1.7900,0.2700,0.1900
GR,2011,Schluein,100.00,105.0000,17.0000,15.0000
GR,2012,Schluein,100.00,105.0000,17.0000,15.0000
GR,2013,Schluein,100.00,105.0000,17.0000,15.0000
GR,2014,Schluein,100.00,100.0000,20.5000,13.0000
GR,2015,Schluein,100.00,95.0000,20.5000,13.0000
GR,2016,Schluein,100.00,90.0000,20.5000,13.0000
GR,2017,Schluein,100.00,85.0000,20.5000,13.0000
SG,2011,Schmerikon,95.00,144.0000,24.0000,22.0000
SG,2012,Schmerikon,105.00,144.0000,26.0000,22.0000
SG,2013,Schmerikon,115.00,140.0000,26.0000,22.0000
SG,2014,Schmerikon,115.00,135.0000,26.0000,24.0000
SG,2015,Schmerikon,115.00,129.0000,26.0000,24.0000
SG,2016,Schmerikon,115.00,119.0000,26.0000,24.0000
SG,2017,Schmerikon,115.00,119.0000,24.0000,24.0000
AG,2011,Schmiedrued,109.00,110.0000,25.0000,19.0000
AG,2013,Schmiedrued,109.00,110.0000,23.0000,19.0000
AG,2015,Schmiedrued,109.00,110.0000,23.0000,18.0000
AG,2016,Schmiedrued,109.00,115.0000,23.0000,18.0000
AG,2017,Schmiedrued,109.00,115.0000,25.0000,18.0000
AG,2012,Schmiedrued-Walde,109.00,110.0000,25.0000,19.0000
AG,2014,Schmiedrued-Walde,109.00,110.0000,23.0000,18.0000
FR,2011,Schmitten,100.00,70.0000,10.0000,8.0000
GR,2011,Schmitten,100.00,130.0000,14.0000,20.0000
GR,2012,Schmitten,100.00,130.0000,14.0000,20.0000
FR,2012,Schmitten,100.00,70.0000,10.0000,8.0000
GR,2013,Schmitten,100.00,130.0000,14.0000,20.0000
FR,2013,Schmitten,100.00,70.0000,10.0000,10.0000
FR,2014,Schmitten,100.00,70.0000,10.0000,14.0000
GR,2014,Schmitten,100.00,130.0000,20.5000,20.0000
FR,2015,Schmitten (FR),100.00,70.0000,10.0000,14.0000
FR,2016,Schmitten (FR),100.00,77.0000,10.0000,14.0000
FR,2017,Schmitten (FR),100.00,77.0000,10.0000,14.0000
GR,2015,Schmitten (GR),100.00,130.0000,20.5000,20.0000
GR,2016,Schmitten (GR),100.00,130.0000,20.5000,20.0000
GR,2017,Schmitten (GR),100.00,100.0000,20.5000,15.0000
GR,2011,Schnaus,100.00,130.0000,17.0000,17.0000
GR,2012,Schnaus,100.00,130.0000,17.0000,17.0000
GR,2013,Schnaus,100.00,130.0000,17.0000,17.0000
GR,2014,Schnaus,100.00,100.0000,20.5000,17.0000
AG,2011,Schneisingen,109.00,112.0000,9.0000,21.0000
AG,2012,Schneisingen,109.00,112.0000,9.0000,21.0000
AG,2013,Schneisingen,109.00,112.0000,9.0000,21.0000
AG,2014,Schneisingen,109.00,112.0000,9.0000,21.0000
AG,2015,Schneisingen,109.00,115.0000,9.0000,21.0000
AG,2016,Schneisingen,109.00,115.0000,9.0000,21.0000
AG,2017,Schneisingen,109.00,115.0000,9.0000,21.0000
SO,2011,Schnottwil,104.00,135.0000,10.0000,15.0000
SO,2012,Schnottwil,100.00,135.0000,10.0000,15.0000
SO,2013,Schnottwil,100.00,135.0000,10.0000,15.0000
SO,2014,Schnottwil,102.00,135.0000,10.0000,15.0000
SO,2015,Schnottwil,104.00,135.0000,10.0000,15.0000
SO,2016,Schnottwil,104.00,130.0000,11.0000,13.0000
SO,2017,Schnottwil,104.00,130.0000,11.0000,15.0000
ZH,2011,Schöfflisdorf,100.00,112.0000,11.0000,13.0000
ZH,2012,Schöfflisdorf,100.00,108.0000,11.0000,13.0000
ZH,2013,Schöfflisdorf,100.00,107.0000,11.0000,12.0000
ZH,2014,Schöfflisdorf,100.00,105.0000,11.0000,12.0000
ZH,2015,Schöfflisdorf,100.00,105.0000,11.0000,12.0000
ZH,2016,Schöfflisdorf,100.00,107.0000,10.0000,12.0000
ZH,2017,Schöfflisdorf,100.00,107.0000,10.0000,12.0000
AG,2011,Schöftland,109.00,104.0000,16.0000,19.0000
AG,2012,Schöftland,109.00,102.0000,16.0000,19.0000
AG,2013,Schöftland,109.00,100.0000,16.0000,19.0000
