00OW               20191119                                                                                   
0601OWN6N       20200101009500100000500000 0600043880000450   
0601OWN6N       20200101010000100000500000 0600046130000450   
0601OWN6N       20200101010500100000500000 0600048380000450   
0601OWN6N       20200101011000100000500000 0600050630000450   
0601OWN6N       20200101011500100000500000 0600052880000450   
0601OWN6N       20200101012000100000500000 0600055130000450   
0601OWN6N       20200101012500100000500000 0600057380000450   
0601OWN6N       20200101013000100000500000 0600059630000450   
0601OWN6N       20200101013500100000500000 0600061880000450   
0601OWN6N       20200101014000100000500000 0600064130000450   
0601OWN6N       20200101014500100000500000 0600066380000450   
0601OWN6N       20200101015000100000500000 0600068630000450   
0601OWN6N       20200101015500100000500000 0600070880000450   
0601OWN6N       20200101016000100000500000 0600073130000450   
0601OWN6N       20200101016500100000500000 0600075380000450   
0601OWN6N       20200101017000100000500000 0600077630000450   
0601OWN6N       20200101017500100000500000 0600079880000450   
0601OWN6N       20200101018000100000500000 0600082130000450   
0601OWN6N       20200101018500100000500000 0600084380000450   
0601OWN6N       20200101019000100000500000 0600086630000450   
0601OWN6N       20200101019500100000500000 0600088880000450   
0601OWN7N       20200101000000100000040000 0700000030000000   
0601OWN7N       20200101000040100000005000 0700000030000071   
0601OWN7N       20200101000045100000005000 0700000030000063   
0601OWN7N       20200101000050100000005000 0700000030000057   
0601OWN7N       20200101000055100000005000 0700000030000052   
0601OWN7N       20200101000060100000005000 0700000030000048   
0601OWN7N       20200101000065100000005000 0700000030000044   
0601OWN7N       20200101000070100000005000 0700000030000041   
0601OWN7N       20200101000075100000005000 0700000030000039   
0601OWN7N       20200101000080100000005000 0700000030000036   
0601OWN7N       20200101000085100000005000 0700000030000034   
0601OWN7N       20200101000090100000005000 0700000030000032   
0601OWN7N       20200101000095100000005000 0700000030000031   
0601OWN7N       20200101000100100000005000 0700000030000029   
0601OWN7N       20200101000105100000005000 0700000030000028   
0601OWN7N       20200101000110100000005000 0700000030000027   
0601OWN7N       20200101000115100000005000 0700000030000026   
0601OWN7N       20200101000120100000005000 0700000030000024   
0601OWN7N       20200101000125100000005000 0700000030000024   
0601OWN7N       20200101000130100000005000 0700000030000023   
0601OWN7N       20200101000135100000005000 0700000030000022   
0601OWN7N       20200101000140100000005000 0700000030000021   
0601OWN7N       20200101000145100000005000 0700000030000020   
0601OWN7N       20200101000150100000005000 0700000030000020   
0601OWN7N       20200101000155100000005000 0700000030000019   
0601OWN7N       20200101000160100000005000 0700000030000018   
0601OWN7N       20200101000165100000005000 0700000030000018   
0601OWN7N       20200101000170100000005000 0700000030000017   
0601OWN7N       20200101000175100000005000 0700000030000017   
0601OWN7N       20200101000180100000005000 0700000030000016   
0601OWN7N       20200101000185100000005000 0700000030000016   
0601OWN7N       20200101000190100000005000 0700000030000016   
0601OWN7N       20200101000195100000005000 0700000030000015   
0601OWN7N       20200101000200100000005000 0700000030000015   
0601OWN7N       20200101000205100000005000 0700000030000014   
0601OWN7N       20200101000210100000005000 0700000030000014   
0601OWN7N       20200101000215100000005000 0700000030000014   
0601OWN7N       20200101000220100000005000 0700000030000013   
0601OWN7N       20200101000225100000005000 0700000030000013   
0601OWN7N       20200101000230100000005000 0700000030000013   
0601OWN7N       20200101000235100000005000 0700000030000013   
0601OWN7N       20200101000240100000005000 0700000030000012   
0601OWN7N       20200101000245100000005000 0700000030000012   
0601OWN7N       20200101000250100000005000 0700000030000012   
0601OWN7N       20200101000255100000005000 0700000030000012   
0601OWN7N       20200101000260100000005000 0700000030000011   
0601OWN7N       20200101000265100000005000 0700000030000011   
0601OWN7N       20200101000270100000005000 0700000030000011   
0601OWN7N       20200101000275100000005000 0700000030000011   
0601OWN7N       20200101000280100000005000 0700000030000011   
0601OWN7N       20200101000285100000005000 0700000030000010   
0601OWN7N       20200101000290100000005000 0700000030000010   
0601OWN7N       20200101000295100000005000 0700000030000010   
0601OWN7N       20200101000300100000005000 0700000030000010   
0601OWN7N       20200101000305100000005000 0700000030000010   
0601OWN7N       20200101000310100000005000 0700000030000010   
0601OWN7N       20200101000315100000005000 0700000030000009   
0601OWN7N       20200101000320100000005000 0700000030000009   
0601OWN7N       20200101000325100000005000 0700000030000009   
0601OWN7N       20200101000330100000005000 0700000030000009   
0601OWN7N       20200101000335100000005000 0700000030000009   
0601OWN7N       20200101000340100000005000 0700000030000009   
0601OWN7N       20200101000345100000005000 0700000030000009   
0601OWN7N       20200101000350100000005000 0700000030000009   
0601OWN7N       20200101000355100000005000 0700000030000008   
0601OWN7N       20200101000360100000005000 0700000030000008   
0601OWN7N       20200101000365100000005000 0700000030000008   
0601OWN7N       20200101000370100000005000 0700000030000008   
0601OWN7N       20200101000375100000005000 0700000030000008   
0601OWN7N       20200101000380100000005000 0700000030000008   
0601OWN7N       20200101000385100000005000 0700000030000008   
0601OWN7N       20200101000390100000005000 0700000030000008   
0601OWN7N       20200101000395100000005000 0700000030000008   
0601OWN7N       20200101000400100000005000 0700000030000007   
0601OWN7N       20200101000405100000005000 0700000030000007   
0601OWN7N       20200101000410100000005000 0700000030000007   
0601OWN7N       20200101000415100000005000 0700000030000007   
0601OWN7N       20200101000420100000005000 0700000030000007   
0601OWN7N       20200101000425100000005000 0700000030000007   
0601OWN7N       20200101000430100000005000 0700000030000007   
0601OWN7N       20200101000435100000005000 0700000030000007   
0601OWN7N       20200101000440100000005000 0700000030000007   
0601OWN7N       20200101000445100000005000 0700000030000007   
0601OWN7N       20200101000450100000005000 0700000060000013   
0601OWN7N       20200101000455100000005000 0700000130000028   
0601OWN7N       20200101000460100000005000 0700000200000043   
0601OWN7N       20200101000465100000005000 0700000260000056   
0601OWN7N       20200101000470100000005000 0700000330000070   
0601OWN7N       20200101000475100000005000 0700000400000084   
0601OWN7N       20200101000480100000005000 0700000470000097   
0601OWN7N       20200101000485100000005000 0700000540000111   
0601OWN7N       20200101000490100000005000 0700000610000124   
0601OWN7N       20200101000495100000005000 0700000680000137   
0601OWN7N       20200101000500100000005000 0700000740000147   
0601OWN7N       20200101000505100000005000 0700000810000160   
0601OWN7N       20200101000510100000005000 0700000880000172   
0601OWN7N       20200101000515100000005000 0700000950000184   
0601OWN7N       20200101000520100000005000 0700001020000195   
0601OWN7N       20200101000525100000005000 0700001090000207   
0601OWN7N       20200101000530100000005000 0700001160000218   
0601OWN7N       20200101000535100000005000 0700001220000227   
0601OWN7N       20200101000540100000005000 0700001290000238   
0601OWN7N       20200101000545100000005000 0700001360000248   
0601OWN7N       20200101000550100000005000 0700001420000257   
0601OWN7N       20200101000555100000005000 0700001490000267   
0601OWN7N       20200101000560100000005000 0700001550000276   
0601OWN7N       20200101000565100000005000 0700001620000285   
0601OWN7N       20200101000570100000005000 0700001680000293   
0601OWN7N       20200101000575100000005000 0700001750000303   
0601OWN7N       20200101000580100000005000 0700001810000311   
0601OWN7N       20200101000585100000005000 0700001880000320   
0601OWN7N       20200101000590100000005000 0700001940000327   
0601OWN7N       20200101000595100000005000 0700002010000336   
0601OWN7N       20200101000600100000005000 0700002070000344   
0601OWN7N       20200101000605100000005000 0700002140000352   
0601OWN7N       20200101000610100000005000 0700002210000361   
0601OWN7N       20200101000615100000005000 0700002270000368   
0601OWN7N       20200101000620100000005000 0700002340000376   
0601OWN7N       20200101000625100000005000 0700002400000382   
0601OWN7N       20200101000630100000005000 0700002470000391   
0601OWN7N       20200101000635100000005000 0700002530000397   
0601OWN7N       20200101000640100000005000 0700002590000403   
0601OWN7N       20200101000645100000005000 0700002660000411   
0601OWN7N       20200101000650100000005000 0700002720000417   
0601OWN7N       20200101000655100000005000 0700002780000423   
0601OWN7N       20200101000660100000005000 0700002840000429   
0601OWN7N       20200101000665100000005000 0700002910000436   
0601OWN7N       20200101000670100000005000 0700002970000442   
0601OWN7N       20200101000675100000005000 0700003030000447   
0601OWN7N       20200101000680100000005000 0700003070000450   
0601OWN7N       20200101000685100000005000 0700003090000450   
0601OWN7N       20200101000690100000005000 0700003120000450   
0601OWN7N       20200101000695100000005000 0700003140000450   
0601OWN7N       20200101000700100000005000 0700003160000450   
0601OWN7N       20200101000705100000005000 0700003180000450   
0601OWN7N       20200101000710100000005000 0700003210000450   
0601OWN7N       20200101000715100000005000 0700003230000450   
0601OWN7N       20200101000720100000005000 0700003250000450   
0601OWN7N       20200101000725100000005000 0700003270000450   
0601OWN7N       20200101000730100000005000 0700003300000450   
0601OWN7N       20200101000735100000005000 0700003320000450   
0601OWN7N       20200101000740100000005000 0700003340000450   
0601OWN7N       20200101000745100000005000 0700003360000450   
0601OWN7N       20200101000750100000005000 0700003390000450   
0601OWN7N       20200101000755100000005000 0700003410000450   
0601OWN7N       20200101000760100000005000 0700003430000450   
0601OWN7N       20200101000765100000005000 0700003450000450   
0601OWN7N       20200101000770100000005000 0700003480000450   
0601OWN7N       20200101000775100000005000 0700003500000450   
0601OWN7N       20200101000780100000005000 0700003520000450   
0601OWN7N       20200101000785100000005000 0700003540000450   
0601OWN7N       20200101000790100000005000 0700003570000450   
0601OWN7N       20200101000795100000005000 0700003590000450   
0601OWN7N       20200101000800100000005000 0700003610000450   
0601OWN7N       20200101000805100000005000 0700003630000450   
0601OWN7N       20200101000810100000005000 0700003660000450   
0601OWN7N       20200101000815100000005000 0700003680000450   
0601OWN7N       20200101000820100000005000 0700003700000450   
0601OWN7N       20200101000825100000005000 0700003720000450   
0601OWN7N       20200101000830100000005000 0700003750000450   
0601OWN7N       20200101000835100000005000 0700003770000450   
0601OWN7N       20200101000840100000005000 0700003790000450   
0601OWN7N       20200101000845100000005000 0700003810000450   
0601OWN7N       20200101000850100000005000 0700003840000450   
0601OWN7N       20200101000855100000005000 0700003860000450   
0601OWN7N       20200101000860100000005000 0700003880000450   
0601OWN7N       20200101000865100000005000 0700003900000450   
0601OWN7N       20200101000870100000005000 0700003930000450   
0601OWN7N       20200101000875100000005000 0700003950000450   
0601OWN7N       20200101000880100000005000 0700003970000450   
0601OWN7N       20200101000885100000005000 0700003990000450   
0601OWN7N       20200101000890100000005000 0700004020000450   
0601OWN7N       20200101000895100000005000 0700004040000450   
0601OWN7N       20200101000900100000005000 0700004060000450   
0601OWN7N       20200101000905100000005000 0700004080000450   
0601OWN7N       20200101000910100000005000 0700004110000450   
0601OWN7N       20200101000915100000005000 0700004130000450   
0601OWN7N       20200101000920100000005000 0700004150000450   
0601OWN7N       20200101000925100000005000 0700004170000450   
0601OWN7N       20200101000930100000005000 0700004200000450   
0601OWN7N       20200101000935100000005000 0700004220000450   
0601OWN7N       20200101000940100000005000 0700004240000450   
0601OWN7N       20200101000945100000005000 0700004260000450   
0601OWN7N       20200101000950100000005000 0700004290000450   
0601OWN7N       20200101000955100000005000 0700004310000450   
0601OWN7N       20200101000960100000005000 0700004330000450   
0601OWN7N       20200101000965100000005000 0700004350000450   
0601OWN7N       20200101000970100000005000 0700004380000450   
0601OWN7N       20200101000975100000005000 0700004400000450   
0601OWN7N       20200101000980100000005000 0700004420000450   
0601OWN7N       20200101000985100000005000 0700004440000450   
0601OWN7N       20200101000990100000005000 0700004470000450   
0601OWN7N       20200101000995100000005000 0700004490000450   
0601OWN7N       20200101001000100000005000 0700004510000450   
0601OWN7N       20200101001005100000005000 0700004530000450   
0601OWN7N       20200101001010100000005000 0700004560000450   
0601OWN7N       20200101001015100000005000 0700004580000450   
0601OWN7N       20200101001020100000005000 0700004600000450   
0601OWN7N       20200101001025100000005000 0700004620000450   
0601OWN7N       20200101001030100000005000 0700004650000450   
0601OWN7N       20200101001035100000005000 0700004670000450   
0601OWN7N       20200101001040100000005000 0700004690000450   
0601OWN7N       20200101001045100000005000 0700004710000450   
0601OWN7N       20200101001050100000005000 0700004740000450   
0601OWN7N       20200101001055100000005000 0700004760000450   
0601OWN7N       20200101001060100000005000 0700004780000450   
0601OWN7N       20200101001065100000005000 0700004800000450   
0601OWN7N       20200101001070100000005000 0700004830000450   
0601OWN7N       20200101001075100000005000 0700004850000450   
0601OWN7N       20200101001080100000005000 0700004870000450   
0601OWN7N       20200101001085100000005000 0700004890000450   
0601OWN7N       20200101001090100000005000 0700004920000450   
0601OWN7N       20200101001095100000005000 0700004940000450   
0601OWN7N       20200101001100100000005000 0700004960000450   
0601OWN7N       20200101001105100000005000 0700004980000450   
0601OWN7N       20200101001110100000005000 0700005010000450   
0601OWN7N       20200101001115100000005000 0700005030000450   
0601OWN7N       20200101001120100000005000 0700005050000450   
0601OWN7N       20200101001125100000005000 0700005070000450   
0601OWN7N       20200101001130100000005000 0700005100000450   
0601OWN7N       20200101001135100000005000 0700005120000450   
0601OWN7N       20200101001140100000005000 0700005140000450   
0601OWN7N       20200101001145100000005000 0700005160000450   
0601OWN7N       20200101001150100000005000 0700005190000450   
0601OWN7N       20200101001155100000005000 0700005210000450   
0601OWN7N       20200101001160100000005000 0700005230000450   
0601OWN7N       20200101001165100000005000 0700005250000450   
0601OWN7N       20200101001170100000005000 0700005280000450   
0601OWN7N       20200101001175100000005000 0700005300000450   
0601OWN7N       20200101001180100000005000 0700005320000450   
0601OWN7N       20200101001185100000005000 0700005340000450   
0601OWN7N       20200101001190100000005000 0700005370000450   
0601OWN7N       20200101001195100000005000 0700005390000450   
0601OWN7N       20200101001200100000005000 0700005410000450   
0601OWN7N       20200101001205100000005000 0700005430000450   
0601OWN7N       20200101001210100000005000 0700005460000450   
0601OWN7N       20200101001215100000005000 0700005480000450   
0601OWN7N       20200101001220100000005000 0700005500000450   
0601OWN7N       20200101001225100000005000 0700005520000450   
0601OWN7N       20200101001230100000005000 0700005550000450   
0601OWN7N       20200101001235100000005000 0700005570000450   
0601OWN7N       20200101001240100000005000 0700005590000450   
0601OWN7N       20200101001245100000005000 0700005610000450   
0601OWN7N       20200101001250100000005000 0700005640000450   
0601OWN7N       20200101001255100000005000 0700005660000450   
0601OWN7N       20200101001260100000005000 0700005680000450   
0601OWN7N       20200101001265100000005000 0700005700000450   
0601OWN7N       20200101001270100000005000 0700005730000450   
0601OWN7N       20200101001275100000005000 0700005750000450   
0601OWN7N       20200101001280100000005000 0700005770000450   
0601OWN7N       20200101001285100000005000 0700005790000450   
0601OWN7N       20200101001290100000005000 0700005820000450   
0601OWN7N       20200101001295100000005000 0700005840000450   
0601OWN7N       20200101001300100000005000 0700005860000450   
0601OWN7N       20200101001305100000005000 0700005880000450   
0601OWN7N       20200101001310100000005000 0700005910000450   
0601OWN7N       20200101001315100000005000 0700005930000450   
0601OWN7N       20200101001320100000005000 0700005950000450   
0601OWN7N       20200101001325100000005000 0700005970000450   
0601OWN7N       20200101001330100000005000 0700006000000450   
0601OWN7N       20200101001335100000005000 0700006020000450   
0601OWN7N       20200101001340100000005000 0700006040000450   
0601OWN7N       20200101001345100000005000 0700006060000450   
0601OWN7N       20200101001350100000005000 0700006090000450   
0601OWN7N       20200101001355100000005000 0700006110000450   
0601OWN7N       20200101001360100000005000 0700006130000450   
0601OWN7N       20200101001365100000005000 0700006150000450   
0601OWN7N       20200101001370100000005000 0700006180000450   
0601OWN7N       20200101001375100000005000 0700006200000450   
0601OWN7N       20200101001380100000005000 0700006220000450   
0601OWN7N       20200101001385100000005000 0700006240000450   
0601OWN7N       20200101001390100000005000 0700006270000450   
0601OWN7N       20200101001395100000005000 0700006290000450   
0601OWN7N       20200101001400100000005000 0700006310000450   
0601OWN7N       20200101001405100000005000 0700006330000450   
0601OWN7N       20200101001410100000005000 0700006360000450   
0601OWN7N       20200101001415100000005000 0700006380000450   
0601OWN7N       20200101001420100000005000 0700006400000450   
0601OWN7N       20200101001425100000005000 0700006420000450   
0601OWN7N       20200101001430100000005000 0700006450000450   
0601OWN7N       20200101001435100000005000 0700006470000450   
0601OWN7N       20200101001440100000005000 0700006490000450   
0601OWN7N       20200101001445100000005000 0700006510000450   
0601OWN7N       20200101001450100000005000 0700006540000450   
0601OWN7N       20200101001455100000005000 0700006560000450   
0601OWN7N       20200101001460100000005000 0700006580000450   
0601OWN7N       20200101001465100000005000 0700006600000450   
0601OWN7N       20200101001470100000005000 0700006630000450   
0601OWN7N       20200101001475100000005000 0700006650000450   
0601OWN7N       20200101001480100000005000 0700006670000450   
0601OWN7N       20200101001485100000005000 0700006690000450   
0601OWN7N       20200101001490100000005000 0700006720000450   
0601OWN7N       20200101001495100000005000 0700006740000450   
0601OWN7N       20200101001500100000500000 0700007880000450   
0601OWN7N       20200101002000100000500000 0700010130000450   
0601OWN7N       20200101002500100000500000 0700012380000450   
0601OWN7N       20200101003000100000500000 0700014630000450   
0601OWN7N       20200101003500100000500000 0700016880000450   
0601OWN7N       20200101004000100000500000 0700019130000450   
0601OWN7N       20200101004500100000500000 0700021380000450   
0601OWN7N       20200101005000100000500000 0700023630000450   
0601OWN7N       20200101005500100000500000 0700025880000450   
0601OWN7N       20200101006000100000500000 0700028130000450   
0601OWN7N       20200101006500100000500000 0700030380000450   
0601OWN7N       20200101007000100000500000 0700032630000450   
0601OWN7N       20200101007500100000500000 0700034880000450   
0601OWN7N       20200101008000100000500000 0700037130000450   
0601OWN7N       20200101008500100000500000 0700039380000450   
0601OWN7N       20200101009000100000500000 0700041630000450   
0601OWN7N       20200101009500100000500000 0700043880000450   
0601OWN7N       20200101010000100000500000 0700046130000450   
0601OWN7N       20200101010500100000500000 0700048380000450   
0601OWN7N       20200101011000100000500000 0700050630000450   
0601OWN7N       20200101011500100000500000 0700052880000450   
0601OWN7N       20200101012000100000500000 0700055130000450   
0601OWN7N       20200101012500100000500000 0700057380000450   
0601OWN7N       20200101013000100000500000 0700059630000450   
0601OWN7N       20200101013500100000500000 0700061880000450   
0601OWN7N       20200101014000100000500000 0700064130000450   
0601OWN7N       20200101014500100000500000 0700066380000450   
0601OWN7N       20200101015000100000500000 0700068630000450   
0601OWN7N       20200101015500100000500000 0700070880000450   
0601OWN7N       20200101016000100000500000 0700073130000450   
0601OWN7N       20200101016500100000500000 0700075380000450   
0601OWN7N       20200101017000100000500000 0700077630000450   
0601OWN7N       20200101017500100000500000 0700079880000450   
0601OWN7N       20200101018000100000500000 0700082130000450   
0601OWN7N       20200101018500100000500000 0700084380000450   
0601OWN7N       20200101019000100000500000 0700086630000450   
0601OWN7N       20200101019500100000500000 0700088880000450   
0601OWN8N       20200101000000100000040000 0800000030000000   
0601OWN8N       20200101000040100000005000 0800000030000071   
0601OWN8N       20200101000045100000005000 0800000030000063   
0601OWN8N       20200101000050100000005000 0800000030000057   
0601OWN8N       20200101000055100000005000 0800000030000052   
0601OWN8N       20200101000060100000005000 0800000030000048   
0601OWN8N       20200101000065100000005000 0800000030000044   
0601OWN8N       20200101000070100000005000 0800000030000041   
0601OWN8N       20200101000075100000005000 0800000030000039   
0601OWN8N       20200101000080100000005000 0800000030000036   
0601OWN8N       20200101000085100000005000 0800000030000034   
0601OWN8N       20200101000090100000005000 0800000030000032   
0601OWN8N       20200101000095100000005000 0800000030000031   
0601OWN8N       20200101000100100000005000 0800000030000029   
0601OWN8N       20200101000105100000005000 0800000030000028   
0601OWN8N       20200101000110100000005000 0800000030000027   
0601OWN8N       20200101000115100000005000 0800000030000026   
0601OWN8N       20200101000120100000005000 0800000030000024   
0601OWN8N       20200101000125100000005000 0800000030000024   
0601OWN8N       20200101000130100000005000 0800000030000023   
0601OWN8N       20200101000135100000005000 0800000030000022   
0601OWN8N       20200101000140100000005000 0800000030000021   
0601OWN8N       20200101000145100000005000 0800000030000020   
0601OWN8N       20200101000150100000005000 0800000030000020   
0601OWN8N       20200101000155100000005000 0800000030000019   
0601OWN8N       20200101000160100000005000 0800000030000018   
0601OWN8N       20200101000165100000005000 0800000030000018   
0601OWN8N       20200101000170100000005000 0800000030000017   
0601OWN8N       20200101000175100000005000 0800000030000017   
0601OWN8N       20200101000180100000005000 0800000030000016   
0601OWN8N       20200101000185100000005000 0800000030000016   
0601OWN8N       20200101000190100000005000 0800000030000016   
0601OWN8N       20200101000195100000005000 0800000030000015   
0601OWN8N       20200101000200100000005000 0800000030000015   
0601OWN8N       20200101000205100000005000 0800000030000014   
0601OWN8N       20200101000210100000005000 0800000030000014   
0601OWN8N       20200101000215100000005000 0800000030000014   
0601OWN8N       20200101000220100000005000 0800000030000013   
0601OWN8N       20200101000225100000005000 0800000030000013   
0601OWN8N       20200101000230100000005000 0800000030000013   
0601OWN8N       20200101000235100000005000 0800000030000013   
0601OWN8N       20200101000240100000005000 0800000030000012   
0601OWN8N       20200101000245100000005000 0800000030000012   
0601OWN8N       20200101000250100000005000 0800000030000012   
0601OWN8N       20200101000255100000005000 0800000030000012   
0601OWN8N       20200101000260100000005000 0800000030000011   
0601OWN8N       20200101000265100000005000 0800000030000011   
0601OWN8N       20200101000270100000005000 0800000030000011   
0601OWN8N       20200101000275100000005000 0800000030000011   
0601OWN8N       20200101000280100000005000 0800000030000011   
0601OWN8N       20200101000285100000005000 0800000030000010   
0601OWN8N       20200101000290100000005000 0800000030000010   
0601OWN8N       20200101000295100000005000 0800000030000010   
0601OWN8N       20200101000300100000005000 0800000030000010   
0601OWN8N       20200101000305100000005000 0800000030000010   
0601OWN8N       20200101000310100000005000 0800000030000010   
0601OWN8N       20200101000315100000005000 0800000030000009   
0601OWN8N       20200101000320100000005000 0800000030000009   
0601OWN8N       20200101000325100000005000 0800000030000009   
0601OWN8N       20200101000330100000005000 0800000030000009   
0601OWN8N       20200101000335100000005000 0800000030000009   
0601OWN8N       20200101000340100000005000 0800000030000009   
0601OWN8N       20200101000345100000005000 0800000030000009   
0601OWN8N       20200101000350100000005000 0800000030000009   
0601OWN8N       20200101000355100000005000 0800000030000008   
0601OWN8N       20200101000360100000005000 0800000030000008   
0601OWN8N       20200101000365100000005000 0800000030000008   
0601OWN8N       20200101000370100000005000 0800000030000008   
0601OWN8N       20200101000375100000005000 0800000030000008   
0601OWN8N       20200101000380100000005000 0800000030000008   
0601OWN8N       20200101000385100000005000 0800000030000008   
0601OWN8N       20200101000390100000005000 0800000030000008   
0601OWN8N       20200101000395100000005000 0800000030000008   
0601OWN8N       20200101000400100000005000 0800000030000007   
0601OWN8N       20200101000405100000005000 0800000030000007   
0601OWN8N       20200101000410100000005000 0800000030000007   
0601OWN8N       20200101000415100000005000 0800000030000007   
0601OWN8N       20200101000420100000005000 0800000030000007   
0601OWN8N       20200101000425100000005000 0800000030000007   
0601OWN8N       20200101000430100000005000 0800000030000007   
0601OWN8N       20200101000435100000005000 0800000030000007   
0601OWN8N       20200101000440100000005000 0800000030000007   
0601OWN8N       20200101000445100000005000 0800000030000007   
0601OWN8N       20200101000450100000005000 0800000030000007   
0601OWN8N       20200101000455100000005000 0800000030000007   
0601OWN8N       20200101000460100000005000 0800000030000006   
0601OWN8N       20200101000465100000005000 0800000030000006   
0601OWN8N       20200101000470100000005000 0800000030000006   
0601OWN8N       20200101000475100000005000 0800000030000006   
0601OWN8N       20200101000480100000005000 0800000060000012   
0601OWN8N       20200101000485100000005000 0800000130000027   
0601OWN8N       20200101000490100000005000 0800000200000041   
0601OWN8N       20200101000495100000005000 0800000260000052   
0601OWN8N       20200101000500100000005000 0800000330000066   
0601OWN8N       20200101000505100000005000 0800000400000079   
0601OWN8N       20200101000510100000005000 0800000470000092   
0601OWN8N       20200101000515100000005000 0800000540000104   
0601OWN8N       20200101000520100000005000 0800000600000115   
0601OWN8N       20200101000525100000005000 0800000670000127   
0601OWN8N       20200101000530100000005000 0800000740000139   
0601OWN8N       20200101000535100000005000 0800000810000151   
0601OWN8N       20200101000540100000005000 0800000880000162   
0601OWN8N       20200101000545100000005000 0800000950000174   
0601OWN8N       20200101000550100000005000 0800001010000183   
0601OWN8N       20200101000555100000005000 0800001070000192   
0601OWN8N       20200101000560100000005000 0800001140000203   
0601OWN8N       20200101000565100000005000 0800001210000213   
0601OWN8N       20200101000570100000005000 0800001270000222   
0601OWN8N       20200101000575100000005000 0800001340000232   
0601OWN8N       20200101000580100000005000 0800001400000240   
0601OWN8N       20200101000585100000005000 0800001470000250   
0601OWN8N       20200101000590100000005000 0800001530000258   
0601OWN8N       20200101000595100000005000 0800001600000268   
0601OWN8N       20200101000600100000005000 0800001660000276   
0601OWN8N       20200101000605100000005000 0800001730000285   
0601OWN8N       20200101000610100000005000 0800001800000294   
0601OWN8N       20200101000615100000005000 0800001860000301   
0601OWN8N       20200101000620100000005000 0800001920000308   
0601OWN8N       20200101000625100000005000 0800001990000317   
0601OWN8N       20200101000630100000005000 0800002050000324   
0601OWN8N       20200101000635100000005000 0800002120000333   
0601OWN8N       20200101000640100000005000 0800002180000339   
0601OWN8N       20200101000645100000005000 0800002240000346   
0601OWN8N       20200101000650100000005000 0800002310000354   
0601OWN8N       20200101000655100000005000 0800002370000360   
0601OWN8N       20200101000660100000005000 0800002430000367   
0601OWN8N       20200101000665100000005000 0800002490000373   
0601OWN8N       20200101000670100000005000 0800002560000381   
0601OWN8N       20200101000675100000005000 0800002620000387   
0601OWN8N       20200101000680100000005000 0800002680000393   
0601OWN8N       20200101000685100000005000 0800002740000399   
0601OWN8N       20200101000690100000005000 0800002810000406   
0601OWN8N       20200101000695100000005000 0800002870000411   
0601OWN8N       20200101000700100000005000 0800002930000417   
0601OWN8N       20200101000705100000005000 0800002990000423   
0601OWN8N       20200101000710100000005000 0800003050000428   
0601OWN8N       20200101000715100000005000 0800003110000433   
0601OWN8N       20200101000720100000005000 0800003180000440   
0601OWN8N       20200101000725100000005000 0800003240000445   
0601OWN8N       20200101000730100000005000 0800003300000450   
0601OWN8N       20200101000735100000005000 0800003320000450   
0601OWN8N       20200101000740100000005000 0800003340000450   
0601OWN8N       20200101000745100000005000 0800003360000450   
0601OWN8N       20200101000750100000005000 0800003390000450   
0601OWN8N       20200101000755100000005000 0800003410000450   
0601OWN8N       20200101000760100000005000 0800003430000450   
0601OWN8N       20200101000765100000005000 0800003450000450   
0601OWN8N       20200101000770100000005000 0800003480000450   
0601OWN8N       20200101000775100000005000 0800003500000450   
0601OWN8N       20200101000780100000005000 0800003520000450   
0601OWN8N       20200101000785100000005000 0800003540000450   
0601OWN8N       20200101000790100000005000 0800003570000450   
0601OWN8N       20200101000795100000005000 0800003590000450   
0601OWN8N       20200101000800100000005000 0800003610000450   
0601OWN8N       20200101000805100000005000 0800003630000450   
0601OWN8N       20200101000810100000005000 0800003660000450   
0601OWN8N       20200101000815100000005000 0800003680000450   
0601OWN8N       20200101000820100000005000 0800003700000450   
0601OWN8N       20200101000825100000005000 0800003720000450   
0601OWN8N       20200101000830100000005000 0800003750000450   
0601OWN8N       20200101000835100000005000 0800003770000450   
0601OWN8N       20200101000840100000005000 0800003790000450   
0601OWN8N       20200101000845100000005000 0800003810000450   
0601OWN8N       20200101000850100000005000 0800003840000450   
0601OWN8N       20200101000855100000005000 0800003860000450   
0601OWN8N       20200101000860100000005000 0800003880000450   
0601OWN8N       20200101000865100000005000 0800003900000450   
0601OWN8N       20200101000870100000005000 0800003930000450   
0601OWN8N       20200101000875100000005000 0800003950000450   
0601OWN8N       20200101000880100000005000 0800003970000450   
0601OWN8N       20200101000885100000005000 0800003990000450   
0601OWN8N       20200101000890100000005000 0800004020000450   
0601OWN8N       20200101000895100000005000 0800004040000450   
0601OWN8N       20200101000900100000005000 0800004060000450   
0601OWN8N       20200101000905100000005000 0800004080000450   
0601OWN8N       20200101000910100000005000 0800004110000450   
0601OWN8N       20200101000915100000005000 0800004130000450   
0601OWN8N       20200101000920100000005000 0800004150000450   
0601OWN8N       20200101000925100000005000 0800004170000450   
0601OWN8N       20200101000930100000005000 0800004200000450   
0601OWN8N       20200101000935100000005000 0800004220000450   
0601OWN8N       20200101000940100000005000 0800004240000450   
0601OWN8N       20200101000945100000005000 0800004260000450   
0601OWN8N       20200101000950100000005000 0800004290000450   
0601OWN8N       20200101000955100000005000 0800004310000450   
0601OWN8N       20200101000960100000005000 0800004330000450   
