00AR               20191119                                                                                   
0601ARC4Y       20200101003000100000500000 0400076000002339   
0601ARC4Y       20200101003500100000500000 0400091310002435   
0601ARC4Y       20200101004000100000500000 0400105840002490   
0601ARC4Y       20200101004500100000500000 0400120420002535   
0601ARC5Y       20200101000000100000115000 0500000030000026   
0601ARC5Y       20200101000115100000005000 0500000030000026   
0601ARC5Y       20200101000120100000005000 0500000030000024   
0601ARC5Y       20200101000125100000005000 0500000030000024   
0601ARC5Y       20200101000130100000005000 0500000030000023   
0601ARC5Y       20200101000135100000005000 0500000030000022   
0601ARC5Y       20200101000140100000005000 0500000030000021   
0601ARC5Y       20200101000145100000005000 0500000030000020   
0601ARC5Y       20200101000150100000005000 0500000030000020   
0601ARC5Y       20200101000155100000005000 0500000030000019   
0601ARC5Y       20200101000160100000005000 0500000030000018   
0601ARC5Y       20200101000165100000005000 0500000030000018   
0601ARC5Y       20200101000170100000005000 0500000030000017   
0601ARC5Y       20200101000175100000005000 0500000030000017   
0601ARC5Y       20200101000180100000005000 0500000030000016   
0601ARC5Y       20200101000185100000005000 0500000030000016   
0601ARC5Y       20200101000190100000005000 0500000030000016   
0601ARC5Y       20200101000195100000005000 0500000030000015   
0601ARC5Y       20200101000200100000005000 0500000030000015   
0601ARC5Y       20200101000205100000005000 0500000030000014   
0601ARC5Y       20200101000210100000005000 0500000030000014   
0601ARC5Y       20200101000215100000005000 0500000030000014   
0601ARC5Y       20200101000220100000005000 0500000030000013   
0601ARC5Y       20200101000225100000005000 0500000030000013   
0601ARC5Y       20200101000230100000005000 0500000030000013   
0601ARC5Y       20200101000235100000005000 0500000030000013   
0601ARC5Y       20200101000240100000005000 0500000030000012   
0601ARC5Y       20200101000245100000005000 0500000030000012   
0601ARC5Y       20200101000250100000005000 0500000030000012   
0601ARC5Y       20200101000255100000005000 0500000030000012   
0601ARC5Y       20200101000260100000005000 0500000030000011   
0601ARC5Y       20200101000265100000005000 0500000030000011   
0601ARC5Y       20200101000270100000005000 0500000030000011   
0601ARC5Y       20200101000275100000005000 0500000030000011   
0601ARC5Y       20200101000280100000005000 0500000030000011   
0601ARC5Y       20200101000285100000005000 0500000030000010   
0601ARC5Y       20200101000290100000005000 0500000030000010   
0601ARC5Y       20200101000295100000005000 0500000030000010   
0601ARC5Y       20200101000300100000005000 0500000030000010   
0601ARC5Y       20200101000305100000005000 0500000030000010   
0601ARC5Y       20200101000310100000005000 0500000030000010   
0601ARC5Y       20200101000315100000005000 0500000030000009   
0601ARC5Y       20200101000320100000005000 0500000030000010   
0601ARC5Y       20200101000325100000005000 0500000060000018   
0601ARC5Y       20200101000330100000005000 0500000090000026   
0601ARC5Y       20200101000335100000005000 0500000120000035   
0601ARC5Y       20200101000340100000005000 0500000160000047   
0601ARC5Y       20200101000345100000005000 0500000210000060   
0601ARC5Y       20200101000350100000005000 0500000250000072   
0601ARC5Y       20200101000355100000005000 0500000300000084   
0601ARC5Y       20200101000360100000005000 0500000340000094   
0601ARC5Y       20200101000365100000005000 0500000390000107   
0601ARC5Y       20200101000370100000005000 0500000450000121   
0601ARC5Y       20200101000375100000005000 0500000510000134   
0601ARC5Y       20200101000380100000005000 0500000560000147   
0601ARC5Y       20200101000385100000005000 0500000620000160   
0601ARC5Y       20200101000390100000005000 0500000680000172   
0601ARC5Y       20200101000395100000005000 0500000730000184   
0601ARC5Y       20200101000400100000005000 0500000790000196   
0601ARC5Y       20200101000405100000005000 0500000840000207   
0601ARC5Y       20200101000410100000005000 0500000900000219   
0601ARC5Y       20200101000415100000005000 0500000970000231   
0601ARC5Y       20200101000420100000005000 0500001030000244   
0601ARC5Y       20200101000425100000005000 0500001090000255   
0601ARC5Y       20200101000430100000005000 0500001160000267   
0601ARC5Y       20200101000435100000005000 0500001220000279   
0601ARC5Y       20200101000440100000005000 0500001280000290   
0601ARC5Y       20200101000445100000005000 0500001340000300   
0601ARC5Y       20200101000450100000005000 0500001410000311   
0601ARC5Y       20200101000455100000005000 0500001460000319   
0601ARC5Y       20200101000460100000005000 0500001520000330   
0601ARC5Y       20200101000465100000005000 0500001590000340   
0601ARC5Y       20200101000470100000005000 0500001650000349   
0601ARC5Y       20200101000475100000005000 0500001710000359   
0601ARC5Y       20200101000480100000005000 0500001780000368   
0601ARC5Y       20200101000485100000005000 0500001850000378   
0601ARC5Y       20200101000490100000005000 0500001920000389   
0601ARC5Y       20200101000495100000005000 0500001990000400   
0601ARC5Y       20200101000500100000005000 0500002060000411   
0601ARC5Y       20200101000505100000005000 0500002130000420   
0601ARC5Y       20200101000510100000005000 0500002210000431   
0601ARC5Y       20200101000515100000005000 0500002280000441   
0601ARC5Y       20200101000520100000005000 0500002350000450   
0601ARC5Y       20200101000525100000005000 0500002430000460   
0601ARC5Y       20200101000530100000005000 0500002500000469   
0601ARC5Y       20200101000535100000005000 0500002570000479   
0601ARC5Y       20200101000540100000005000 0500002650000488   
0601ARC5Y       20200101000545100000005000 0500002700000494   
0601ARC5Y       20200101000550100000005000 0500002760000500   
0601ARC5Y       20200101000555100000005000 0500002820000507   
0601ARC5Y       20200101000560100000005000 0500002890000514   
0601ARC5Y       20200101000565100000005000 0500002950000520   
0601ARC5Y       20200101000570100000005000 0500003010000526   
0601ARC5Y       20200101000575100000005000 0500003070000532   
0601ARC5Y       20200101000580100000005000 0500003140000539   
0601ARC5Y       20200101000585100000005000 0500003210000547   
0601ARC5Y       20200101000590100000005000 0500003280000554   
0601ARC5Y       20200101000595100000005000 0500003350000560   
0601ARC5Y       20200101000600100000005000 0500003410000566   
0601ARC5Y       20200101000605100000005000 0500003480000573   
0601ARC5Y       20200101000610100000005000 0500003560000581   
0601ARC5Y       20200101000615100000005000 0500003630000587   
0601ARC5Y       20200101000620100000005000 0500003690000593   
0601ARC5Y       20200101000625100000005000 0500003760000600   
0601ARC5Y       20200101000630100000005000 0500003840000607   
0601ARC5Y       20200101000635100000005000 0500003910000613   
0601ARC5Y       20200101000640100000005000 0500003980000619   
0601ARC5Y       20200101000645100000005000 0500004050000625   
0601ARC5Y       20200101000650100000005000 0500004120000631   
0601ARC5Y       20200101000655100000005000 0500004200000638   
0601ARC5Y       20200101000660100000005000 0500004270000644   
0601ARC5Y       20200101000665100000005000 0500004340000650   
0601ARC5Y       20200101000670100000005000 0500004410000655   
0601ARC5Y       20200101000675100000005000 0500004480000661   
0601ARC5Y       20200101000680100000005000 0500004560000668   
0601ARC5Y       20200101000685100000005000 0500004630000673   
0601ARC5Y       20200101000690100000005000 0500004700000678   
0601ARC5Y       20200101000695100000005000 0500004770000684   
0601ARC5Y       20200101000700100000005000 0500004840000689   
0601ARC5Y       20200101000705100000005000 0500004920000696   
0601ARC5Y       20200101000710100000005000 0500005000000701   
0601ARC5Y       20200101000715100000005000 0500005070000706   
0601ARC5Y       20200101000720100000005000 0500005140000712   
0601ARC5Y       20200101000725100000005000 0500005210000716   
0601ARC5Y       20200101000730100000005000 0500005290000723   
0601ARC5Y       20200101000735100000005000 0500005370000728   
0601ARC5Y       20200101000740100000005000 0500005440000732   
0601ARC5Y       20200101000745100000005000 0500005510000738   
0601ARC5Y       20200101000750100000005000 0500005600000744   
0601ARC5Y       20200101000755100000005000 0500005670000748   
0601ARC5Y       20200101000760100000005000 0500005740000753   
0601ARC5Y       20200101000765100000005000 0500005810000757   
0601ARC5Y       20200101000770100000005000 0500005890000763   
0601ARC5Y       20200101000775100000005000 0500005980000769   
0601ARC5Y       20200101000780100000005000 0500006060000774   
0601ARC5Y       20200101000785100000005000 0500006130000779   
0601ARC5Y       20200101000790100000005000 0500006210000784   
0601ARC5Y       20200101000795100000005000 0500006290000789   
0601ARC5Y       20200101000800100000005000 0500006380000795   
0601ARC5Y       20200101000805100000005000 0500006460000800   
0601ARC5Y       20200101000810100000005000 0500006540000805   
0601ARC5Y       20200101000815100000005000 0500006620000809   
0601ARC5Y       20200101000820100000005000 0500006700000814   
0601ARC5Y       20200101000825100000005000 0500006790000820   
0601ARC5Y       20200101000830100000005000 0500006870000825   
0601ARC5Y       20200101000835100000005000 0500006950000829   
0601ARC5Y       20200101000840100000005000 0500007040000835   
0601ARC5Y       20200101000845100000005000 0500007140000843   
0601ARC5Y       20200101000850100000005000 0500007240000849   
0601ARC5Y       20200101000855100000005000 0500007330000855   
0601ARC5Y       20200101000860100000005000 0500007420000860   
0601ARC5Y       20200101000865100000005000 0500007520000867   
0601ARC5Y       20200101000870100000005000 0500007620000874   
0601ARC5Y       20200101000875100000005000 0500007720000879   
0601ARC5Y       20200101000880100000005000 0500007810000885   
0601ARC5Y       20200101000885100000005000 0500007900000890   
0601ARC5Y       20200101000890100000005000 0500008000000896   
0601ARC5Y       20200101000895100000005000 0500008110000903   
0601ARC5Y       20200101000900100000005000 0500008200000909   
0601ARC5Y       20200101000905100000005000 0500008290000914   
0601ARC5Y       20200101000910100000005000 0500008390000919   
0601ARC5Y       20200101000915100000005000 0500008490000925   
0601ARC5Y       20200101000920100000005000 0500008590000931   
0601ARC5Y       20200101000925100000005000 0500008690000937   
0601ARC5Y       20200101000930100000005000 0500008780000942   
0601ARC5Y       20200101000935100000005000 0500008880000947   
0601ARC5Y       20200101000940100000005000 0500008980000952   
0601ARC5Y       20200101000945100000005000 0500009080000959   
0601ARC5Y       20200101000950100000005000 0500009180000964   
0601ARC5Y       20200101000955100000005000 0500009270000968   
0601ARC5Y       20200101000960100000005000 0500009370000974   
0601ARC5Y       20200101000965100000005000 0500009480000980   
0601ARC5Y       20200101000970100000005000 0500009580000985   
0601ARC5Y       20200101000975100000005000 0500009670000989   
0601ARC5Y       20200101000980100000005000 0500009770000994   
0601ARC5Y       20200101000985100000005000 0500009870000999   
0601ARC5Y       20200101000990100000005000 0500009980001006   
0601ARC5Y       20200101000995100000005000 0500010080001011   
0601ARC5Y       20200101001000100000005000 0500010180001015   
0601ARC5Y       20200101001005100000005000 0500010280001020   
0601ARC5Y       20200101001010100000005000 0500010390001026   
0601ARC5Y       20200101001015100000005000 0500010500001032   
0601ARC5Y       20200101001020100000005000 0500010600001037   
0601ARC5Y       20200101001025100000005000 0500010710001042   
0601ARC5Y       20200101001030100000005000 0500010810001047   
0601ARC5Y       20200101001035100000005000 0500010910001052   
0601ARC5Y       20200101001040100000005000 0500011030001058   
0601ARC5Y       20200101001045100000005000 0500011130001063   
0601ARC5Y       20200101001050100000005000 0500011240001068   
0601ARC5Y       20200101001055100000005000 0500011340001073   
0601ARC5Y       20200101001060100000005000 0500011460001078   
0601ARC5Y       20200101001065100000005000 0500011560001083   
0601ARC5Y       20200101001070100000005000 0500011670001088   
0601ARC5Y       20200101001075100000005000 0500011770001092   
0601ARC5Y       20200101001080100000005000 0500011880001097   
0601ARC5Y       20200101001085100000005000 0500011990001103   
0601ARC5Y       20200101001090100000005000 0500012090001107   
0601ARC5Y       20200101001095100000005000 0500012190001111   
0601ARC5Y       20200101001100100000005000 0500012290001115   
0601ARC5Y       20200101001105100000005000 0500012400001120   
0601ARC5Y       20200101001110100000005000 0500012510001125   
0601ARC5Y       20200101001115100000005000 0500012620001129   
0601ARC5Y       20200101001120100000005000 0500012720001133   
0601ARC5Y       20200101001125100000005000 0500012830001138   
0601ARC5Y       20200101001130100000005000 0500012940001143   
0601ARC5Y       20200101001135100000005000 0500013060001148   
0601ARC5Y       20200101001140100000005000 0500013170001152   
0601ARC5Y       20200101001145100000005000 0500013270001156   
0601ARC5Y       20200101001150100000005000 0500013380001161   
0601ARC5Y       20200101001155100000005000 0500013490001165   
0601ARC5Y       20200101001160100000005000 0500013610001170   
0601ARC5Y       20200101001165100000005000 0500013710001174   
0601ARC5Y       20200101001170100000005000 0500013820001179   
0601ARC5Y       20200101001175100000005000 0500013930001183   
0601ARC5Y       20200101001180100000005000 0500014050001188   
0601ARC5Y       20200101001185100000005000 0500014160001192   
0601ARC5Y       20200101001190100000005000 0500014260001196   
0601ARC5Y       20200101001195100000005000 0500014370001200   
0601ARC5Y       20200101001200100000005000 0500014480001204   
0601ARC5Y       20200101001205100000005000 0500014600001209   
0601ARC5Y       20200101001210100000005000 0500014710001213   
0601ARC5Y       20200101001215100000005000 0500014820001217   
0601ARC5Y       20200101001220100000005000 0500014930001221   
0601ARC5Y       20200101001225100000005000 0500015040001225   
0601ARC5Y       20200101001230100000005000 0500015160001230   
0601ARC5Y       20200101001235100000005000 0500015280001234   
0601ARC5Y       20200101001240100000005000 0500015390001238   
0601ARC5Y       20200101001245100000005000 0500015520001244   
0601ARC5Y       20200101001250100000005000 0500015630001248   
0601ARC5Y       20200101001255100000005000 0500015740001251   
0601ARC5Y       20200101001260100000005000 0500015870001257   
0601ARC5Y       20200101001265100000005000 0500015980001261   
0601ARC5Y       20200101001270100000005000 0500016090001264   
0601ARC5Y       20200101001275100000005000 0500016210001268   
0601ARC5Y       20200101001280100000005000 0500016330001273   
0601ARC5Y       20200101001285100000005000 0500016440001277   
0601ARC5Y       20200101001290100000005000 0500016560001281   
0601ARC5Y       20200101001295100000005000 0500016680001286   
0601ARC5Y       20200101001300100000005000 0500016790001289   
0601ARC5Y       20200101001305100000005000 0500016910001293   
0601ARC5Y       20200101001310100000005000 0500017040001298   
0601ARC5Y       20200101001315100000005000 0500017150001302   
0601ARC5Y       20200101001320100000005000 0500017280001306   
0601ARC5Y       20200101001325100000005000 0500017400001311   
0601ARC5Y       20200101001330100000005000 0500017520001315   
0601ARC5Y       20200101001335100000005000 0500017640001319   
0601ARC5Y       20200101001340100000005000 0500017770001324   
0601ARC5Y       20200101001345100000005000 0500017890001327   
0601ARC5Y       20200101001350100000005000 0500018010001331   
0601ARC5Y       20200101001355100000005000 0500018140001336   
0601ARC5Y       20200101001360100000005000 0500018250001340   
0601ARC5Y       20200101001365100000005000 0500018370001344   
0601ARC5Y       20200101001370100000005000 0500018500001348   
0601ARC5Y       20200101001375100000005000 0500018620001352   
0601ARC5Y       20200101001380100000005000 0500018750001356   
0601ARC5Y       20200101001385100000005000 0500018880001361   
0601ARC5Y       20200101001390100000005000 0500019000001364   
0601ARC5Y       20200101001395100000005000 0500019120001368   
0601ARC5Y       20200101001400100000005000 0500019260001373   
0601ARC5Y       20200101001405100000005000 0500019380001377   
0601ARC5Y       20200101001410100000005000 0500019500001381   
0601ARC5Y       20200101001415100000005000 0500019640001385   
0601ARC5Y       20200101001420100000005000 0500019760001389   
0601ARC5Y       20200101001425100000005000 0500019880001393   
0601ARC5Y       20200101001430100000005000 0500020020001398   
0601ARC5Y       20200101001435100000005000 0500020140001401   
0601ARC5Y       20200101001440100000005000 0500020270001405   
0601ARC5Y       20200101001445100000005000 0500020400001409   
0601ARC5Y       20200101001450100000005000 0500020540001414   
0601ARC5Y       20200101001455100000005000 0500020660001418   
0601ARC5Y       20200101001460100000005000 0500020790001422   
0601ARC5Y       20200101001465100000005000 0500020930001426   
0601ARC5Y       20200101001470100000005000 0500021060001430   
0601ARC5Y       20200101001475100000005000 0500021190001434   
0601ARC5Y       20200101001480100000005000 0500021330001439   
0601ARC5Y       20200101001485100000005000 0500021470001443   
0601ARC5Y       20200101001490100000005000 0500021600001447   
0601ARC5Y       20200101001495100000005000 0500021750001452   
0601ARC5Y       20200101001500100000005000 0500021890001457   
0601ARC5Y       20200101001505100000005000 0500022020001461   
0601ARC5Y       20200101001510100000005000 0500022170001466   
0601ARC5Y       20200101001515100000005000 0500022310001470   
0601ARC5Y       20200101001520100000005000 0500022450001475   
0601ARC5Y       20200101001525100000005000 0500022600001480   
0601ARC5Y       20200101001530100000005000 0500022740001484   
0601ARC5Y       20200101001535100000005000 0500022880001488   
0601ARC5Y       20200101001540100000005000 0500023030001493   
0601ARC5Y       20200101001545100000005000 0500023170001497   
0601ARC5Y       20200101001550100000005000 0500023310001502   
0601ARC5Y       20200101001555100000005000 0500023460001506   
0601ARC5Y       20200101001560100000005000 0500023600001511   
0601ARC5Y       20200101001565100000005000 0500023740001514   
0601ARC5Y       20200101001570100000005000 0500023890001519   
0601ARC5Y       20200101001575100000005000 0500024030001524   
0601ARC5Y       20200101001580100000005000 0500024170001528   
0601ARC5Y       20200101001585100000005000 0500024330001533   
0601ARC5Y       20200101001590100000005000 0500024470001537   
0601ARC5Y       20200101001595100000005000 0500024610001541   
0601ARC5Y       20200101001600100000005000 0500024770001546   
0601ARC5Y       20200101001605100000005000 0500024920001550   
0601ARC5Y       20200101001610100000005000 0500025050001554   
0601ARC5Y       20200101001615100000005000 0500025200001558   
0601ARC5Y       20200101001620100000005000 0500025360001563   
0601ARC5Y       20200101001625100000005000 0500025500001567   
0601ARC5Y       20200101001630100000005000 0500025640001571   
0601ARC5Y       20200101001635100000005000 0500025800001575   
0601ARC5Y       20200101001640100000005000 0500025940001579   
0601ARC5Y       20200101001645100000005000 0500026080001583   
0601ARC5Y       20200101001650100000005000 0500026240001588   
0601ARC5Y       20200101001655100000005000 0500026380001592   
0601ARC5Y       20200101001660100000005000 0500026520001595   
0601ARC5Y       20200101001665100000005000 0500026680001600   
0601ARC5Y       20200101001670100000005000 0500026820001604   
0601ARC5Y       20200101001675100000005000 0500026970001608   
0601ARC5Y       20200101001680100000005000 0500027120001612   
0601ARC5Y       20200101001685100000005000 0500027270001616   
0601ARC5Y       20200101001690100000005000 0500027410001619   
0601ARC5Y       20200101001695100000005000 0500027560001624   
0601ARC5Y       20200101001700100000005000 0500027710001628   
0601ARC5Y       20200101001705100000005000 0500027850001631   
0601ARC5Y       20200101001710100000005000 0500028010001636   
0601ARC5Y       20200101001715100000005000 0500028150001639   
0601ARC5Y       20200101001720100000005000 0500028300001643   
0601ARC5Y       20200101001725100000005000 0500028450001647   
0601ARC5Y       20200101001730100000005000 0500028600001651   
0601ARC5Y       20200101001735100000005000 0500028740001654   
0601ARC5Y       20200101001740100000005000 0500028900001658   
0601ARC5Y       20200101001745100000005000 0500029050001662   
0601ARC5Y       20200101001750100000005000 0500029190001665   
0601ARC5Y       20200101001755100000005000 0500029340001670   
0601ARC5Y       20200101001760100000005000 0500029490001673   
0601ARC5Y       20200101001765100000005000 0500029630001676   
0601ARC5Y       20200101001770100000005000 0500029790001681   
0601ARC5Y       20200101001775100000005000 0500029940001684   
0601ARC5Y       20200101001780100000005000 0500030080001687   
0601ARC5Y       20200101001785100000005000 0500030220001691   
0601ARC5Y       20200101001790100000005000 0500030380001695   
0601ARC5Y       20200101001795100000005000 0500030530001698   
0601ARC5Y       20200101001800100000005000 0500030670001701   
0601ARC5Y       20200101001805100000005000 0500030830001706   
0601ARC5Y       20200101001810100000005000 0500030970001709   
0601ARC5Y       20200101001815100000005000 0500031120001712   
0601ARC5Y       20200101001820100000005000 0500031280001716   
0601ARC5Y       20200101001825100000005000 0500031420001719   
0601ARC5Y       20200101001830100000005000 0500031560001722   
0601ARC5Y       20200101001835100000005000 0500031730001727   
0601ARC5Y       20200101001840100000005000 0500031870001730   
0601ARC5Y       20200101001845100000005000 0500032010001733   
0601ARC5Y       20200101001850100000005000 0500032170001737   
0601ARC5Y       20200101001855100000005000 0500032320001740   
0601ARC5Y       20200101001860100000005000 0500032460001743   
0601ARC5Y       20200101001865100000005000 0500032620001747   
0601ARC5Y       20200101001870100000005000 0500032760001750   
0601ARC5Y       20200101001875100000005000 0500032910001753   
0601ARC5Y       20200101001880100000005000 0500033070001757   
0601ARC5Y       20200101001885100000005000 0500033210001760   
0601ARC5Y       20200101001890100000005000 0500033360001763   
0601ARC5Y       20200101001895100000005000 0500033520001767   
0601ARC5Y       20200101001900100000005000 0500033660001769   
0601ARC5Y       20200101001905100000005000 0500033810001772   
0601ARC5Y       20200101001910100000005000 0500033970001776   
0601ARC5Y       20200101001915100000005000 0500034110001779   
0601ARC5Y       20200101001920100000005000 0500034260001782   
0601ARC5Y       20200101001925100000005000 0500034420001786   
0601ARC5Y       20200101001930100000005000 0500034560001789   
0601ARC5Y       20200101001935100000005000 0500034710001791   
0601ARC5Y       20200101001940100000005000 0500034870001795   
0601ARC5Y       20200101001945100000005000 0500035010001798   
0601ARC5Y       20200101001950100000005000 0500035160001801   
0601ARC5Y       20200101001955100000005000 0500035310001804   
0601ARC5Y       20200101001960100000005000 0500035460001807   
0601ARC5Y       20200101001965100000005000 0500035610001810   
0601ARC5Y       20200101001970100000005000 0500035760001813   
0601ARC5Y       20200101001975100000005000 0500035920001816   
0601ARC5Y       20200101001980100000005000 0500036060001819   
0601ARC5Y       20200101001985100000005000 0500036210001822   
0601ARC5Y       20200101001990100000005000 0500036370001825   
0601ARC5Y       20200101001995100000005000 0500036510001828   
0601ARC5Y       20200101002000100000005000 0500036660001831   
0601ARC5Y       20200101002005100000005000 0500036820001834   
0601ARC5Y       20200101002010100000005000 0500036960001837   
0601ARC5Y       20200101002015100000005000 0500037110001840   
0601ARC5Y       20200101002020100000005000 0500037270001843   
0601ARC5Y       20200101002025100000005000 0500037410001845   
0601ARC5Y       20200101002030100000005000 0500037560001848   
0601ARC5Y       20200101002035100000005000 0500037720001851   
0601ARC5Y       20200101002040100000005000 0500037870001854   
0601ARC5Y       20200101002045100000005000 0500038020001857   
0601ARC5Y       20200101002050100000005000 0500038180001860   
0601ARC5Y       20200101002055100000005000 0500038320001862   
0601ARC5Y       20200101002060100000005000 0500038470001865   
0601ARC5Y       20200101002065100000005000 0500038630001868   
0601ARC5Y       20200101002070100000005000 0500038770001871   
0601ARC5Y       20200101002075100000005000 0500038920001873   
0601ARC5Y       20200101002080100000005000 0500039080001877   
0601ARC5Y       20200101002085100000005000 0500039220001879   
0601ARC5Y       20200101002090100000005000 0500039370001882   
0601ARC5Y       20200101002095100000005000 0500039530001885   
0601ARC5Y       20200101002100100000005000 0500039680001887   
0601ARC5Y       20200101002105100000005000 0500039830001890   
0601ARC5Y       20200101002110100000005000 0500039990001893   
0601ARC5Y       20200101002115100000005000 0500040130001895   
0601ARC5Y       20200101002120100000005000 0500040280001898   
0601ARC5Y       20200101002125100000005000 0500040430001900   
0601ARC5Y       20200101002130100000005000 0500040590001903   
0601ARC5Y       20200101002135100000005000 0500040730001906   
0601ARC5Y       20200101002140100000005000 0500040880001908   
0601ARC5Y       20200101002145100000005000 0500041040001911   
0601ARC5Y       20200101002150100000005000 0500041190001913   
0601ARC5Y       20200101002155100000005000 0500041330001916   
0601ARC5Y       20200101002160100000005000 0500041490001919   
0601ARC5Y       20200101002165100000005000 0500041640001921   
0601ARC5Y       20200101002170100000005000 0500041790001924   
0601ARC5Y       20200101002175100000005000 0500041950001926   
0601ARC5Y       20200101002180100000005000 0500042100001929   
0601ARC5Y       20200101002185100000005000 0500042240001931   
0601ARC5Y       20200101002190100000005000 0500042400001934   
0601ARC5Y       20200101002195100000005000 0500042550001936   
0601ARC5Y       20200101002200100000005000 0500042700001939   
0601ARC5Y       20200101002205100000005000 0500042860001941   
0601ARC5Y       20200101002210100000005000 0500043010001944   
0601ARC5Y       20200101002215100000005000 0500043150001946   
0601ARC5Y       20200101002220100000005000 0500043310001949   
0601ARC5Y       20200101002225100000005000 0500043460001951   
0601ARC5Y       20200101002230100000005000 0500043610001953   
0601ARC5Y       20200101002235100000005000 0500043770001956   
0601ARC5Y       20200101002240100000005000 0500043920001958   
0601ARC5Y       20200101002245100000005000 0500044060001960   
0601ARC5Y       20200101002250100000005000 0500044220001963   
0601ARC5Y       20200101002255100000005000 0500044370001966   
0601ARC5Y       20200101002260100000005000 0500044520001968   
0601ARC5Y       20200101002265100000005000 0500044680001970   
0601ARC5Y       20200101002270100000005000 0500044830001973   
0601ARC5Y       20200101002275100000005000 0500044970001975   
0601ARC5Y       20200101002280100000005000 0500045140001977   
0601ARC5Y       20200101002285100000005000 0500045280001980   
0601ARC5Y       20200101002290100000005000 0500045430001982   
0601ARC5Y       20200101002295100000005000 0500045580001984   
0601ARC5Y       20200101002300100000005000 0500045740001987   
0601ARC5Y       20200101002305100000005000 0500045890001989   
0601ARC5Y       20200101002310100000005000 0500046030001991   
0601ARC5Y       20200101002315100000005000 0500046200001993   
0601ARC5Y       20200101002320100000005000 0500046340001995   
0601ARC5Y       20200101002325100000005000 0500046490001997   
0601ARC5Y       20200101002330100000005000 0500046650002000   
0601ARC5Y       20200101002335100000005000 0500046800002002   
0601ARC5Y       20200101002340100000005000 0500046950002004   
0601ARC5Y       20200101002345100000005000 0500047110002007   
0601ARC5Y       20200101002350100000005000 0500047260002009   
0601ARC5Y       20200101002355100000005000 0500047400002011   
0601ARC5Y       20200101002360100000005000 0500047570002013   
0601ARC5Y       20200101002365100000005000 0500047710002015   
0601ARC5Y       20200101002370100000005000 0500047860002017   
0601ARC5Y       20200101002375100000005000 0500048020002020   
0601ARC5Y       20200101002380100000005000 0500048170002022   
0601ARC5Y       20200101002385100000005000 0500048320002024   
0601ARC5Y       20200101002390100000005000 0500048480002026   
0601ARC5Y       20200101002395100000005000 0500048630002028   
0601ARC5Y       20200101002400100000005000 0500048770002030   
0601ARC5Y       20200101002405100000005000 0500048940002033   
0601ARC5Y       20200101002410100000005000 0500049080002035   
0601ARC5Y       20200101002415100000005000 0500049230002036   
0601ARC5Y       20200101002420100000005000 0500049390002039   
0601ARC5Y       20200101002425100000005000 0500049540002041   
0601ARC5Y       20200101002430100000005000 0500049690002043   
0601ARC5Y       20200101002435100000005000 0500049850002045   
0601ARC5Y       20200101002440100000005000 0500050000002047   
0601ARC5Y       20200101002445100000005000 0500050150002049   
0601ARC5Y       20200101002450100000005000 0500050310002051   
0601ARC5Y       20200101002455100000005000 0500050460002053   
0601ARC5Y       20200101002460100000005000 0500050600002055   
0601ARC5Y       20200101002465100000005000 0500050750002057   
0601ARC5Y       20200101002470100000005000 0500050920002059   
0601ARC5Y       20200101002475100000005000 0500051060002061   
0601ARC5Y       20200101002480100000005000 0500051210002063   
0601ARC5Y       20200101002485100000005000 0500051370002065   
0601ARC5Y       20200101002490100000005000 0500051520002067   
0601ARC5Y       20200101002495100000005000 0500051670002069   
0601ARC5Y       20200101002500100000500000 0500059400002160   
0601ARC5Y       20200101003000100000500000 0500074800002301   
0601ARC5Y       20200101003500100000500000 0500090220002406   
0601ARC5Y       20200101004000100000500000 0500104770002465   
0601ARC5Y       20200101004500100000500000 0500119350002513   
0601ARC6Y       20200101000000100000115000 0600000030000026   
0601ARC6Y       20200101000115100000005000 0600000030000026   
0601ARC6Y       20200101000120100000005000 0600000030000024   
0601ARC6Y       20200101000125100000005000 0600000030000024   
0601ARC6Y       20200101000130100000005000 0600000030000023   
0601ARC6Y       20200101000135100000005000 0600000030000022   
0601ARC6Y       20200101000140100000005000 0600000030000021   
0601ARC6Y       20200101000145100000005000 0600000030000020   
0601ARC6Y       20200101000150100000005000 0600000030000020   
0601ARC6Y       20200101000155100000005000 0600000030000019   
0601ARC6Y       20200101000160100000005000 0600000030000018   
0601ARC6Y       20200101000165100000005000 0600000030000018   
0601ARC6Y       20200101000170100000005000 0600000030000017   
0601ARC6Y       20200101000175100000005000 0600000030000017   
0601ARC6Y       20200101000180100000005000 0600000030000016   
0601ARC6Y       20200101000185100000005000 0600000030000016   
0601ARC6Y       20200101000190100000005000 0600000030000016   
0601ARC6Y       20200101000195100000005000 0600000030000015   
0601ARC6Y       20200101000200100000005000 0600000030000015   
0601ARC6Y       20200101000205100000005000 0600000030000014   
0601ARC6Y       20200101000210100000005000 0600000030000014   
0601ARC6Y       20200101000215100000005000 0600000030000014   
0601ARC6Y       20200101000220100000005000 0600000030000013   
0601ARC6Y       20200101000225100000005000 0600000030000013   
0601ARC6Y       20200101000230100000005000 0600000030000013   
0601ARC6Y       20200101000235100000005000 0600000030000013   
0601ARC6Y       20200101000240100000005000 0600000030000012   
0601ARC6Y       20200101000245100000005000 0600000030000012   
0601ARC6Y       20200101000250100000005000 0600000030000012   
0601ARC6Y       20200101000255100000005000 0600000030000012   
0601ARC6Y       20200101000260100000005000 0600000030000011   
