00VD               20191128                                                                                   
0601VDC9Y       20200101007950100000050000 0900000000003457   
0601VDC9Y       20200101008000100000050000 0900000000003463   
0601VDC9Y       20200101008050100000050000 0900000000003470   
0601VDC9Y       20200101008100100000050000 0900000000003477   
0601VDC9Y       20200101008150100000050000 0900000000003483   
0601VDC9Y       20200101008200100000050000 0900000000003490   
0601VDC9Y       20200101008250100000050000 0900000000003496   
0601VDC9Y       20200101008300100000050000 0900000000003502   
0601VDC9Y       20200101008350100000050000 0900000000003507   
0601VDC9Y       20200101008400100000050000 0900000000003514   
0601VDC9Y       20200101008450100000050000 0900000000003520   
0601VDC9Y       20200101008500100000050000 0900000000003525   
0601VDC9Y       20200101008550100000050000 0900000000003531   
0601VDC9Y       20200101008600100000050000 0900000000003537   
0601VDC9Y       20200101008650100000050000 0900000000003543   
0601VDC9Y       20200101008700100000050000 0900000000003548   
0601VDC9Y       20200101008750100000050000 0900000000003553   
0601VDC9Y       20200101008800100000050000 0900000000003558   
0601VDC9Y       20200101008850100000050000 0900000000003562   
0601VDC9Y       20200101008900100000050000 0900000000003568   
0601VDC9Y       20200101008950100000050000 0900000000003572   
0601VDC9Y       20200101009000100000050000 0900000000003576   
0601VDC9Y       20200101009050100000050000 0900000000003581   
0601VDC9Y       20200101009100100000050000 0900000000003584   
0601VDC9Y       20200101009150100000050000 0900000000003589   
0601VDC9Y       20200101009200100000050000 0900000000003593   
0601VDC9Y       20200101009250100000050000 0900000000003596   
0601VDC9Y       20200101009300100000050000 0900000000003601   
0601VDC9Y       20200101009350100000050000 0900000000003605   
0601VDC9Y       20200101009400100000050000 0900000000003608   
0601VDC9Y       20200101009450100000050000 0900000000003613   
0601VDC9Y       20200101009500100000050000 0900000000003616   
0601VDC9Y       20200101009550100000050000 0900000000003619   
0601VDC9Y       20200101009600100000050000 0900000000003624   
0601VDC9Y       20200101009650100000050000 0900000000003627   
0601VDC9Y       20200101009700100000050000 0900000000003630   
0601VDC9Y       20200101009750100000050000 0900000000003634   
0601VDC9Y       20200101009800100000050000 0900000000003638   
0601VDC9Y       20200101009850100000050000 0900000000003641   
0601VDC9Y       20200101009900100000050000 0900000000003645   
0601VDC9Y       20200101009950100000050000 0900000000003648   
0601VDC9Y       20200101010000100040000000 0900000000003649   
0601VDD0N       20200101000000100050000100 0000000000001000   
0601VDD0Y       20200101000000100050000100 0000000000001000   
0601VDE0N       20200101000000100050000100 0000000000000500   
0601VDE0Y       20200101000000100050000100 0000000000000500   
0601VDH1N       20200101000000100000320000 0100000000000000   
0601VDH1N       20200101000320100000005000 0100000000000006   
0601VDH1N       20200101000325100000005000 0100000000000010   
0601VDH1N       20200101000330100000005000 0100000000000014   
0601VDH1N       20200101000335100000005000 0100000000000021   
0601VDH1N       20200101000340100000005000 0100000000000029   
0601VDH1N       20200101000345100000005000 0100000000000038   
0601VDH1N       20200101000350100000005000 0100000000000045   
0601VDH1N       20200101000355100000005000 0100000000000058   
0601VDH1N       20200101000360100000005000 0100000000000069   
0601VDH1N       20200101000365100000005000 0100000000000080   
0601VDH1N       20200101000370100000005000 0100000000000091   
0601VDH1N       20200101000375100000005000 0100000000000104   
0601VDH1N       20200101000380100000005000 0100000000000121   
0601VDH1N       20200101000385100000005000 0100000000000136   
0601VDH1N       20200101000390100000005000 0100000000000148   
0601VDH1N       20200101000395100000005000 0100000000000161   
0601VDH1N       20200101000400100000005000 0100000000000172   
0601VDH1N       20200101000405100000005000 0100000000000187   
0601VDH1N       20200101000410100000005000 0100000000000203   
0601VDH1N       20200101000415100000005000 0100000000000217   
0601VDH1N       20200101000420100000005000 0100000000000233   
0601VDH1N       20200101000425100000005000 0100000000000251   
0601VDH1N       20200101000430100000005000 0100000000000264   
0601VDH1N       20200101000435100000005000 0100000000000277   
0601VDH1N       20200101000440100000005000 0100000000000290   
0601VDH1N       20200101000445100000005000 0100000000000304   
0601VDH1N       20200101000450100000005000 0100000000000323   
0601VDH1N       20200101000455100000005000 0100000000000338   
0601VDH1N       20200101000460100000005000 0100000000000355   
0601VDH1N       20200101000465100000005000 0100000000000369   
0601VDH1N       20200101000470100000005000 0100000000000387   
0601VDH1N       20200101000475100000005000 0100000000000401   
0601VDH1N       20200101000480100000005000 0100000000000415   
0601VDH1N       20200101000485100000005000 0100000000000431   
0601VDH1N       20200101000490100000005000 0100000000000446   
0601VDH1N       20200101000495100000005000 0100000000000466   
0601VDH1N       20200101000500100000005000 0100000000000484   
0601VDH1N       20200101000505100000005000 0100000000000498   
0601VDH1N       20200101000510100000005000 0100000000000513   
0601VDH1N       20200101000515100000005000 0100000000000527   
0601VDH1N       20200101000520100000005000 0100000000000545   
0601VDH1N       20200101000525100000005000 0100000000000559   
0601VDH1N       20200101000530100000005000 0100000000000572   
0601VDH1N       20200101000535100000005000 0100000000000587   
0601VDH1N       20200101000540100000005000 0100000000000604   
0601VDH1N       20200101000545100000005000 0100000000000616   
0601VDH1N       20200101000550100000005000 0100000000000629   
0601VDH1N       20200101000555100000005000 0100000000000641   
0601VDH1N       20200101000560100000005000 0100000000000653   
0601VDH1N       20200101000565100000005000 0100000000000664   
0601VDH1N       20200101000570100000005000 0100000000000678   
0601VDH1N       20200101000575100000005000 0100000000000690   
0601VDH1N       20200101000580100000005000 0100000000000705   
0601VDH1N       20200101000585100000005000 0100000000000717   
0601VDH1N       20200101000590100000005000 0100000000000731   
0601VDH1N       20200101000595100000005000 0100000000000743   
0601VDH1N       20200101000600100000005000 0100000000000758   
0601VDH1N       20200101000605100000005000 0100000000000770   
0601VDH1N       20200101000610100000005000 0100000000000786   
0601VDH1N       20200101000615100000005000 0100000000000799   
0601VDH1N       20200101000620100000005000 0100000000000810   
0601VDH1N       20200101000625100000005000 0100000000000822   
0601VDH1N       20200101000630100000005000 0100000000000833   
0601VDH1N       20200101000635100000005000 0100000000000847   
0601VDH1N       20200101000640100000005000 0100000000000857   
0601VDH1N       20200101000645100000005000 0100000000000869   
0601VDH1N       20200101000650100000005000 0100000000000879   
0601VDH1N       20200101000655100000005000 0100000000000893   
0601VDH1N       20200101000660100000005000 0100000000000904   
0601VDH1N       20200101000665100000005000 0100000000000918   
0601VDH1N       20200101000670100000005000 0100000000000928   
0601VDH1N       20200101000675100000005000 0100000000000940   
0601VDH1N       20200101000680100000005000 0100000000000950   
0601VDH1N       20200101000685100000005000 0100000000000962   
0601VDH1N       20200101000690100000005000 0100000000000971   
0601VDH1N       20200101000695100000005000 0100000000000985   
0601VDH1N       20200101000700100000005000 0100000000000994   
0601VDH1N       20200101000705100000005000 0100000000001003   
0601VDH1N       20200101000710100000005000 0100000000001008   
0601VDH1N       20200101000715100000005000 0100000000001014   
0601VDH1N       20200101000720100000005000 0100000000001019   
0601VDH1N       20200101000725100000005000 0100000000001024   
0601VDH1N       20200101000730100000005000 0100000000001029   
0601VDH1N       20200101000735100000005000 0100000000001034   
0601VDH1N       20200101000740100000005000 0100000000001040   
0601VDH1N       20200101000745100000005000 0100000000001047   
0601VDH1N       20200101000750100000005000 0100000000001052   
0601VDH1N       20200101000755100000005000 0100000000001057   
0601VDH1N       20200101000760100000005000 0100000000001062   
0601VDH1N       20200101000765100000005000 0100000000001065   
0601VDH1N       20200101000770100000005000 0100000000001071   
0601VDH1N       20200101000775100000005000 0100000000001075   
0601VDH1N       20200101000780100000005000 0100000000001080   
0601VDH1N       20200101000785100000005000 0100000000001085   
0601VDH1N       20200101000790100000005000 0100000000001088   
0601VDH1N       20200101000795100000005000 0100000000001095   
0601VDH1N       20200101000800100000005000 0100000000001100   
0601VDH1N       20200101000805100000005000 0100000000001106   
0601VDH1N       20200101000810100000005000 0100000000001110   
0601VDH1N       20200101000815100000005000 0100000000001116   
0601VDH1N       20200101000820100000005000 0100000000001121   
0601VDH1N       20200101000825100000005000 0100000000001126   
0601VDH1N       20200101000830100000005000 0100000000001132   
0601VDH1N       20200101000835100000005000 0100000000001137   
0601VDH1N       20200101000840100000005000 0100000000001142   
0601VDH1N       20200101000845100000005000 0100000000001147   
0601VDH1N       20200101000850100000005000 0100000000001152   
0601VDH1N       20200101000855100000005000 0100000000001155   
0601VDH1N       20200101000860100000005000 0100000000001160   
0601VDH1N       20200101000865100000005000 0100000000001165   
0601VDH1N       20200101000870100000005000 0100000000001171   
0601VDH1N       20200101000875100000005000 0100000000001176   
0601VDH1N       20200101000880100000005000 0100000000001183   
0601VDH1N       20200101000885100000005000 0100000000001187   
0601VDH1N       20200101000890100000005000 0100000000001192   
0601VDH1N       20200101000895100000005000 0100000000001197   
0601VDH1N       20200101000900100000005000 0100000000001202   
0601VDH1N       20200101000905100000005000 0100000000001206   
0601VDH1N       20200101000910100000005000 0100000000001212   
0601VDH1N       20200101000915100000005000 0100000000001215   
0601VDH1N       20200101000920100000005000 0100000000001220   
0601VDH1N       20200101000925100000005000 0100000000001225   
0601VDH1N       20200101000930100000005000 0100000000001229   
0601VDH1N       20200101000935100000005000 0100000000001234   
0601VDH1N       20200101000940100000005000 0100000000001238   
0601VDH1N       20200101000945100000005000 0100000000001242   
0601VDH1N       20200101000950100000005000 0100000000001247   
0601VDH1N       20200101000955100000005000 0100000000001251   
0601VDH1N       20200101000960100000005000 0100000000001255   
0601VDH1N       20200101000965100000005000 0100000000001259   
0601VDH1N       20200101000970100000005000 0100000000001264   
0601VDH1N       20200101000975100000005000 0100000000001268   
0601VDH1N       20200101000980100000005000 0100000000001271   
0601VDH1N       20200101000985100000005000 0100000000001275   
0601VDH1N       20200101000990100000005000 0100000000001280   
0601VDH1N       20200101000995100000005000 0100000000001284   
0601VDH1N       20200101001000100000005000 0100000000001287   
0601VDH1N       20200101001005100000005000 0100000000001291   
0601VDH1N       20200101001010100000005000 0100000000001294   
0601VDH1N       20200101001015100000005000 0100000000001300   
0601VDH1N       20200101001020100000005000 0100000000001304   
0601VDH1N       20200101001025100000005000 0100000000001309   
0601VDH1N       20200101001030100000005000 0100000000001312   
0601VDH1N       20200101001035100000005000 0100000000001317   
0601VDH1N       20200101001040100000005000 0100000000001320   
0601VDH1N       20200101001045100000005000 0100000000001325   
0601VDH1N       20200101001050100000005000 0100000000001328   
0601VDH1N       20200101001055100000005000 0100000000001332   
0601VDH1N       20200101001060100000005000 0100000000001336   
0601VDH1N       20200101001065100000005000 0100000000001339   
0601VDH1N       20200101001070100000005000 0100000000001344   
0601VDH1N       20200101001075100000005000 0100000000001350   
0601VDH1N       20200101001080100000005000 0100000000001354   
0601VDH1N       20200101001085100000005000 0100000000001358   
0601VDH1N       20200101001090100000005000 0100000000001364   
0601VDH1N       20200101001095100000005000 0100000000001367   
0601VDH1N       20200101001100100000005000 0100000000001371   
0601VDH1N       20200101001105100000005000 0100000000001379   
0601VDH1N       20200101001110100000005000 0100000000001382   
0601VDH1N       20200101001115100000005000 0100000000001387   
0601VDH1N       20200101001120100000005000 0100000000001391   
0601VDH1N       20200101001125100000005000 0100000000001397   
0601VDH1N       20200101001130100000005000 0100000000001401   
0601VDH1N       20200101001135100000005000 0100000000001406   
0601VDH1N       20200101001140100000005000 0100000000001412   
0601VDH1N       20200101001145100000005000 0100000000001416   
0601VDH1N       20200101001150100000005000 0100000000001420   
0601VDH1N       20200101001155100000005000 0100000000001426   
0601VDH1N       20200101001160100000005000 0100000000001431   
0601VDH1N       20200101001165100000005000 0100000000001435   
0601VDH1N       20200101001170100000005000 0100000000001441   
0601VDH1N       20200101001175100000005000 0100000000001445   
0601VDH1N       20200101001180100000005000 0100000000001448   
0601VDH1N       20200101001185100000005000 0100000000001455   
0601VDH1N       20200101001190100000005000 0100000000001460   
0601VDH1N       20200101001195100000005000 0100000000001463   
0601VDH1N       20200101001200100000005000 0100000000001469   
0601VDH1N       20200101001205100000005000 0100000000001472   
0601VDH1N       20200101001210100000005000 0100000000001477   
0601VDH1N       20200101001215100000005000 0100000000001483   
0601VDH1N       20200101001220100000005000 0100000000001486   
0601VDH1N       20200101001225100000005000 0100000000001491   
0601VDH1N       20200101001230100000005000 0100000000001496   
0601VDH1N       20200101001235100000005000 0100000000001500   
0601VDH1N       20200101001240100000005000 0100000000001504   
0601VDH1N       20200101001245100000005000 0100000000001509   
0601VDH1N       20200101001250100000005000 0100000000001513   
0601VDH1N       20200101001255100000005000 0100000000001516   
0601VDH1N       20200101001260100000005000 0100000000001523   
0601VDH1N       20200101001265100000005000 0100000000001528   
0601VDH1N       20200101001270100000005000 0100000000001532   
0601VDH1N       20200101001275100000005000 0100000000001538   
0601VDH1N       20200101001280100000005000 0100000000001540   
0601VDH1N       20200101001285100000005000 0100000000001546   
0601VDH1N       20200101001290100000005000 0100000000001552   
0601VDH1N       20200101001295100000005000 0100000000001556   
0601VDH1N       20200101001300100000005000 0100000000001560   
0601VDH1N       20200101001305100000005000 0100000000001566   
0601VDH1N       20200101001310100000005000 0100000000001570   
0601VDH1N       20200101001315100000005000 0100000000001573   
0601VDH1N       20200101001320100000005000 0100000000001580   
0601VDH1N       20200101001325100000005000 0100000000001583   
0601VDH1N       20200101001330100000005000 0100000000001587   
0601VDH1N       20200101001335100000005000 0100000000001593   
0601VDH1N       20200101001340100000005000 0100000000001597   
0601VDH1N       20200101001345100000005000 0100000000001602   
0601VDH1N       20200101001350100000005000 0100000000001608   
0601VDH1N       20200101001355100000005000 0100000000001612   
0601VDH1N       20200101001360100000005000 0100000000001617   
0601VDH1N       20200101001365100000005000 0100000000001625   
0601VDH1N       20200101001370100000005000 0100000000001628   
0601VDH1N       20200101001375100000005000 0100000000001634   
0601VDH1N       20200101001380100000005000 0100000000001640   
0601VDH1N       20200101001385100000005000 0100000000001645   
0601VDH1N       20200101001390100000005000 0100000000001648   
0601VDH1N       20200101001395100000005000 0100000000001656   
0601VDH1N       20200101001400100000005000 0100000000001660   
0601VDH1N       20200101001405100000005000 0100000000001663   
0601VDH1N       20200101001410100000005000 0100000000001670   
0601VDH1N       20200101001415100000005000 0100000000001675   
0601VDH1N       20200101001420100000005000 0100000000001680   
0601VDH1N       20200101001425100000005000 0100000000001685   
0601VDH1N       20200101001430100000005000 0100000000001689   
0601VDH1N       20200101001435100000005000 0100000000001695   
0601VDH1N       20200101001440100000005000 0100000000001700   
0601VDH1N       20200101001445100000005000 0100000000001705   
0601VDH1N       20200101001450100000005000 0100000000001711   
0601VDH1N       20200101001455100000005000 0100000000001716   
0601VDH1N       20200101001460100000005000 0100000000001721   
0601VDH1N       20200101001465100000005000 0100000000001724   
0601VDH1N       20200101001470100000005000 0100000000001731   
0601VDH1N       20200101001475100000005000 0100000000001736   
0601VDH1N       20200101001480100000005000 0100000000001740   
0601VDH1N       20200101001485100000005000 0100000000001746   
0601VDH1N       20200101001490100000005000 0100000000001752   
0601VDH1N       20200101001495100000005000 0100000000001755   
0601VDH1N       20200101001500100000005000 0100000000001762   
0601VDH1N       20200101001505100000005000 0100000000001765   
0601VDH1N       20200101001510100000005000 0100000000001771   
0601VDH1N       20200101001515100000005000 0100000000001777   
0601VDH1N       20200101001520100000005000 0100000000001781   
0601VDH1N       20200101001525100000005000 0100000000001786   
0601VDH1N       20200101001530100000005000 0100000000001793   
0601VDH1N       20200101001535100000005000 0100000000001797   
0601VDH1N       20200101001540100000005000 0100000000001801   
0601VDH1N       20200101001545100000005000 0100000000001810   
0601VDH1N       20200101001550100000005000 0100000000001814   
0601VDH1N       20200101001555100000005000 0100000000001819   
0601VDH1N       20200101001560100000005000 0100000000001823   
0601VDH1N       20200101001565100000005000 0100000000001830   
0601VDH1N       20200101001570100000005000 0100000000001835   
0601VDH1N       20200101001575100000005000 0100000000001839   
0601VDH1N       20200101001580100000005000 0100000000001846   
0601VDH1N       20200101001585100000005000 0100000000001851   
0601VDH1N       20200101001590100000005000 0100000000001855   
0601VDH1N       20200101001595100000005000 0100000000001863   
0601VDH1N       20200101001600100000005000 0100000000001869   
0601VDH1N       20200101001605100000005000 0100000000001873   
0601VDH1N       20200101001610100000005000 0100000000001881   
0601VDH1N       20200101001615100000005000 0100000000001887   
0601VDH1N       20200101001620100000005000 0100000000001892   
0601VDH1N       20200101001625100000005000 0100000000001900   
0601VDH1N       20200101001630100000005000 0100000000001905   
0601VDH1N       20200101001635100000005000 0100000000001910   
0601VDH1N       20200101001640100000005000 0100000000001918   
0601VDH1N       20200101001645100000005000 0100000000001922   
0601VDH1N       20200101001650100000005000 0100000000001928   
0601VDH1N       20200101001655100000005000 0100000000001934   
0601VDH1N       20200101001660100000005000 0100000000001940   
0601VDH1N       20200101001665100000005000 0100000000001945   
0601VDH1N       20200101001670100000005000 0100000000001952   
0601VDH1N       20200101001675100000005000 0100000000001958   
0601VDH1N       20200101001680100000005000 0100000000001962   
0601VDH1N       20200101001685100000005000 0100000000001970   
0601VDH1N       20200101001690100000005000 0100000000001974   
0601VDH1N       20200101001695100000005000 0100000000001979   
0601VDH1N       20200101001700100000005000 0100000000001985   
0601VDH1N       20200101001705100000005000 0100000000001991   
0601VDH1N       20200101001710100000005000 0100000000001995   
0601VDH1N       20200101001715100000005000 0100000000002002   
0601VDH1N       20200101001720100000005000 0100000000002007   
0601VDH1N       20200101001725100000005000 0100000000002012   
0601VDH1N       20200101001730100000005000 0100000000002017   
0601VDH1N       20200101001735100000005000 0100000000002022   
0601VDH1N       20200101001740100000005000 0100000000002026   
0601VDH1N       20200101001745100000005000 0100000000002034   
0601VDH1N       20200101001750100000005000 0100000000002039   
0601VDH1N       20200101001755100000005000 0100000000002043   
0601VDH1N       20200101001760100000005000 0100000000002050   
0601VDH1N       20200101001765100000005000 0100000000002054   
0601VDH1N       20200101001770100000005000 0100000000002058   
0601VDH1N       20200101001775100000005000 0100000000002063   
0601VDH1N       20200101001780100000005000 0100000000002067   
0601VDH1N       20200101001785100000005000 0100000000002070   
0601VDH1N       20200101001790100000005000 0100000000002077   
0601VDH1N       20200101001795100000005000 0100000000002079   
0601VDH1N       20200101001800100000005000 0100000000002083   
0601VDH1N       20200101001805100000005000 0100000000002089   
0601VDH1N       20200101001810100000005000 0100000000002092   
0601VDH1N       20200101001815100000005000 0100000000002095   
0601VDH1N       20200101001820100000005000 0100000000002101   
0601VDH1N       20200101001825100000005000 0100000000002105   
0601VDH1N       20200101001830100000005000 0100000000002109   
0601VDH1N       20200101001835100000005000 0100000000002113   
0601VDH1N       20200101001840100000005000 0100000000002117   
0601VDH1N       20200101001845100000005000 0100000000002121   
0601VDH1N       20200101001850100000005000 0100000000002126   
0601VDH1N       20200101001855100000005000 0100000000002130   
0601VDH1N       20200101001860100000005000 0100000000002133   
0601VDH1N       20200101001865100000005000 0100000000002139   
0601VDH1N       20200101001870100000005000 0100000000002142   
0601VDH1N       20200101001875100000005000 0100000000002146   
0601VDH1N       20200101001880100000005000 0100000000002152   
0601VDH1N       20200101001885100000005000 0100000000002155   
0601VDH1N       20200101001890100000005000 0100000000002159   
0601VDH1N       20200101001895100000005000 0100000000002163   
0601VDH1N       20200101001900100000005000 0100000000002167   
0601VDH1N       20200101001905100000005000 0100000000002171   
0601VDH1N       20200101001910100000005000 0100000000002176   
0601VDH1N       20200101001915100000005000 0100000000002179   
0601VDH1N       20200101001920100000005000 0100000000002182   
0601VDH1N       20200101001925100000005000 0100000000002188   
0601VDH1N       20200101001930100000005000 0100000000002191   
0601VDH1N       20200101001935100000005000 0100000000002194   
0601VDH1N       20200101001940100000005000 0100000000002200   
0601VDH1N       20200101001945100000005000 0100000000002202   
0601VDH1N       20200101001950100000005000 0100000000002206   
0601VDH1N       20200101001955100000005000 0100000000002211   
0601VDH1N       20200101001960100000005000 0100000000002214   
0601VDH1N       20200101001965100000005000 0100000000002217   
0601VDH1N       20200101001970100000005000 0100000000002222   
0601VDH1N       20200101001975100000005000 0100000000002226   
0601VDH1N       20200101001980100000005000 0100000000002228   
0601VDH1N       20200101001985100000005000 0100000000002233   
0601VDH1N       20200101001990100000005000 0100000000002237   
0601VDH1N       20200101001995100000005000 0100000000002240   
0601VDH1N       20200101002000100000050000 0100000000002260   
0601VDH1N       20200101002050100000050000 0100000000002300   
0601VDH1N       20200101002100100000050000 0100000000002340   
0601VDH1N       20200101002150100000050000 0100000000002376   
0601VDH1N       20200101002200100000050000 0100000000002411   
0601VDH1N       20200101002250100000050000 0100000000002446   
0601VDH1N       20200101002300100000050000 0100000000002481   
0601VDH1N       20200101002350100000050000 0100000000002512   
0601VDH1N       20200101002400100000050000 0100000000002543   
0601VDH1N       20200101002450100000050000 0100000000002572   
0601VDH1N       20200101002500100000050000 0100000000002600   
0601VDH1N       20200101002550100000050000 0100000000002629   
0601VDH1N       20200101002600100000050000 0100000000002658   
0601VDH1N       20200101002650100000050000 0100000000002684   
0601VDH1N       20200101002700100000050000 0100000000002709   
0601VDH1N       20200101002750100000050000 0100000000002735   
0601VDH1N       20200101002800100000050000 0100000000002758   
0601VDH1N       20200101002850100000050000 0100000000002780   
0601VDH1N       20200101002900100000050000 0100000000002805   
0601VDH1N       20200101002950100000050000 0100000000002827   
0601VDH1N       20200101003000100000050000 0100000000002849   
0601VDH1N       20200101003050100000050000 0100000000002870   
0601VDH1N       20200101003100100000050000 0100000000002891   
0601VDH1N       20200101003150100000050000 0100000000002911   
0601VDH1N       20200101003200100000050000 0100000000002929   
0601VDH1N       20200101003250100000050000 0100000000002950   
0601VDH1N       20200101003300100000050000 0100000000002969   
0601VDH1N       20200101003350100000050000 0100000000002988   
0601VDH1N       20200101003400100000050000 0100000000003007   
0601VDH1N       20200101003450100000050000 0100000000003025   
0601VDH1N       20200101003500100000050000 0100000000003041   
0601VDH1N       20200101003550100000050000 0100000000003059   
0601VDH1N       20200101003600100000050000 0100000000003075   
0601VDH1N       20200101003650100000050000 0100000000003092   
0601VDH1N       20200101003700100000050000 0100000000003108   
0601VDH1N       20200101003750100000050000 0100000000003125   
0601VDH1N       20200101003800100000050000 0100000000003141   
0601VDH1N       20200101003850100000050000 0100000000003156   
0601VDH1N       20200101003900100000050000 0100000000003171   
0601VDH1N       20200101003950100000050000 0100000000003185   
0601VDH1N       20200101004000100000050000 0100000000003200   
0601VDH1N       20200101004050100000050000 0100000000003216   
0601VDH1N       20200101004100100000050000 0100000000003230   
0601VDH1N       20200101004150100000050000 0100000000003244   
0601VDH1N       20200101004200100000050000 0100000000003259   
0601VDH1N       20200101004250100000050000 0100000000003271   
0601VDH1N       20200101004300100000050000 0100000000003285   
0601VDH1N       20200101004350100000050000 0100000000003299   
0601VDH1N       20200101004400100000050000 0100000000003311   
0601VDH1N       20200101004450100000050000 0100000000003322   
0601VDH1N       20200101004500100000050000 0100000000003335   
0601VDH1N       20200101004550100000050000 0100000000003347   
0601VDH1N       20200101004600100000050000 0100000000003358   
0601VDH1N       20200101004650100000050000 0100000000003369   
0601VDH1N       20200101004700100000050000 0100000000003380   
0601VDH1N       20200101004750100000050000 0100000000003390   
0601VDH1N       20200101004800100000050000 0100000000003401   
0601VDH1N       20200101004850100000050000 0100000000003411   
0601VDH1N       20200101004900100000050000 0100000000003421   
0601VDH1N       20200101004950100000050000 0100000000003431   
0601VDH1N       20200101005000100000050000 0100000000003441   
0601VDH1N       20200101005050100000050000 0100000000003450   
0601VDH1N       20200101005100100000050000 0100000000003459   
0601VDH1N       20200101005150100000050000 0100000000003467   
0601VDH1N       20200101005200100000050000 0100000000003477   
0601VDH1N       20200101005250100000050000 0100000000003485   
0601VDH1N       20200101005300100000050000 0100000000003493   
0601VDH1N       20200101005350100000050000 0100000000003502   
0601VDH1N       20200101005400100000050000 0100000000003510   
0601VDH1N       20200101005450100000050000 0100000000003517   
0601VDH1N       20200101005500100000050000 0100000000003526   
0601VDH1N       20200101005550100000050000 0100000000003533   
0601VDH1N       20200101005600100000050000 0100000000003540   
0601VDH1N       20200101005650100000050000 0100000000003548   
0601VDH1N       20200101005700100000050000 0100000000003555   
0601VDH1N       20200101005750100000050000 0100000000003562   
0601VDH1N       20200101005800100000050000 0100000000003569   
0601VDH1N       20200101005850100000050000 0100000000003576   
0601VDH1N       20200101005900100000050000 0100000000003583   
0601VDH1N       20200101005950100000050000 0100000000003589   
0601VDH1N       20200101006000100000050000 0100000000003596   
0601VDH1N       20200101006050100000050000 0100000000003602   
0601VDH1N       20200101006100100000050000 0100000000003608   
0601VDH1N       20200101006150100000050000 0100000000003615   
0601VDH1N       20200101006200100000050000 0100000000003620   
0601VDH1N       20200101006250100000050000 0100000000003626   
0601VDH1N       20200101006300100000050000 0100000000003633   
0601VDH1N       20200101006350100000050000 0100000000003638   
0601VDH1N       20200101006400100000050000 0100000000003644   
0601VDH1N       20200101006450100000050000 0100000000003650   
0601VDH1N       20200101006500100000050000 0100000000003654   
0601VDH1N       20200101006550100000050000 0100000000003660   
0601VDH1N       20200101006600100000050000 0100000000003665   
0601VDH1N       20200101006650100000050000 0100000000003671   
0601VDH1N       20200101006700100000050000 0100000000003675   
0601VDH1N       20200101006750100000050000 0100000000003680   
0601VDH1N       20200101006800100000050000 0100000000003685   
0601VDH1N       20200101006850100000050000 0100000000003691   
0601VDH1N       20200101006900100000050000 0100000000003695   
0601VDH1N       20200101006950100000050000 0100000000003700   
0601VDH1N       20200101007000100000050000 0100000000003705   
0601VDH1N       20200101007050100000050000 0100000000003709   
0601VDH1N       20200101007100100000050000 0100000000003714   
0601VDH1N       20200101007150100000050000 0100000000003718   
0601VDH1N       20200101007200100000050000 0100000000003722   
0601VDH1N       20200101007250100000050000 0100000000003726   
0601VDH1N       20200101007300100000050000 0100000000003731   
0601VDH1N       20200101007350100000050000 0100000000003735   
0601VDH1N       20200101007400100000050000 0100000000003739   
0601VDH1N       20200101007450100000050000 0100000000003744   
0601VDH1N       20200101007500100000050000 0100000000003748   
0601VDH1N       20200101007550100000050000 0100000000003751   
0601VDH1N       20200101007600100000050000 0100000000003755   
0601VDH1N       20200101007650100000050000 0100000000003759   
0601VDH1N       20200101007700100000050000 0100000000003763   
0601VDH1N       20200101007750100000050000 0100000000003767   
0601VDH1N       20200101007800100000050000 0100000000003771   
0601VDH1N       20200101007850100000050000 0100000000003774   
0601VDH1N       20200101007900100000050000 0100000000003778   
0601VDH1N       20200101007950100000050000 0100000000003782   
0601VDH1N       20200101008000100000050000 0100000000003785   
0601VDH1N       20200101008050100000050000 0100000000003788   
0601VDH1N       20200101008100100000050000 0100000000003792   
0601VDH1N       20200101008150100000050000 0100000000003795   
0601VDH1N       20200101008200100000050000 0100000000003798   
0601VDH1N       20200101008250100000050000 0100000000003802   
0601VDH1N       20200101008300100000050000 0100000000003805   
0601VDH1N       20200101008350100000050000 0100000000003808   
0601VDH1N       20200101008400100000050000 0100000000003812   
0601VDH1N       20200101008450100000050000 0100000000003815   
0601VDH1N       20200101008500100000050000 0100000000003818   
0601VDH1N       20200101008550100000050000 0100000000003821   
0601VDH1N       20200101008600100000050000 0100000000003823   
0601VDH1N       20200101008650100000050000 0100000000003825   
0601VDH1N       20200101008700100000050000 0100000000003827   
0601VDH1N       20200101008750100000050000 0100000000003829   
0601VDH1N       20200101008800100000050000 0100000000003831   
0601VDH1N       20200101008850100000050000 0100000000003834   
0601VDH1N       20200101008900100000050000 0100000000003836   
0601VDH1N       20200101008950100000050000 0100000000003838   
0601VDH1N       20200101009000100000050000 0100000000003840   
0601VDH1N       20200101009050100000050000 0100000000003842   
0601VDH1N       20200101009100100000050000 0100000000003844   
0601VDH1N       20200101009150100000050000 0100000000003846   
0601VDH1N       20200101009200100000050000 0100000000003849   
0601VDH1N       20200101009250100000050000 0100000000003850   
0601VDH1N       20200101009300100000050000 0100000000003852   
0601VDH1N       20200101009350100000050000 0100000000003854   
0601VDH1N       20200101009400100000050000 0100000000003856   
0601VDH1N       20200101009450100000050000 0100000000003857   
0601VDH1N       20200101009500100000050000 0100000000003859   
0601VDH1N       20200101009550100000050000 0100000000003861   
0601VDH1N       20200101009600100000050000 0100000000003863   
