00LU               20181210                                                                                   
0601LUH4Y       20190101003600100000005000 0400079580002209   
0601LUH4Y       20190101003605100000005000 0400079720002210   
0601LUH4Y       20190101003610100000005000 0400079870002211   
0601LUH4Y       20190101003615100000005000 0400080040002213   
0601LUH4Y       20190101003620100000005000 0400080190002214   
0601LUH4Y       20190101003625100000005000 0400080340002215   
0601LUH4Y       20190101003630100000005000 0400080510002216   
0601LUH4Y       20190101003635100000005000 0400080660002217   
0601LUH4Y       20190101003640100000005000 0400080800002218   
0601LUH4Y       20190101003645100000005000 0400080980002220   
0601LUH4Y       20190101003650100000005000 0400081120002221   
0601LUH4Y       20190101003655100000005000 0400081270002222   
0601LUH4Y       20190101003660100000005000 0400081450002224   
0601LUH4Y       20190101003665100000005000 0400081590002225   
0601LUH4Y       20190101003670100000005000 0400081740002226   
0601LUH4Y       20190101003675100000005000 0400081910002227   
0601LUH4Y       20190101003680100000005000 0400082060002228   
0601LUH4Y       20190101003685100000005000 0400082210002229   
0601LUH4Y       20190101003690100000005000 0400082380002231   
0601LUH4Y       20190101003695100000005000 0400082530002232   
0601LUH4Y       20190101003700100000005000 0400082670002233   
0601LUH4Y       20190101003705100000005000 0400082820002234   
0601LUH4Y       20190101003710100000005000 0400082990002235   
0601LUH4Y       20190101003715100000005000 0400083140002236   
0601LUH4Y       20190101003720100000005000 0400083290002237   
0601LUH4Y       20190101003725100000005000 0400083460002239   
0601LUH4Y       20190101003730100000005000 0400083610002240   
0601LUH4Y       20190101003735100000005000 0400083750002241   
0601LUH4Y       20190101003740100000005000 0400083930002243   
0601LUH4Y       20190101003745100000005000 0400084080002244   
0601LUH4Y       20190101003750100000005000 0400084220002244   
0601LUH4Y       20190101003755100000005000 0400084400002246   
0601LUH4Y       20190101003760100000005000 0400084540002247   
0601LUH4Y       20190101003765100000005000 0400084690002248   
0601LUH4Y       20190101003770100000005000 0400084870002250   
0601LUH4Y       20190101003775100000005000 0400085010002250   
0601LUH4Y       20190101003780100000005000 0400085160002251   
0601LUH4Y       20190101003785100000005000 0400085330002253   
0601LUH4Y       20190101003790100000005000 0400085480002254   
0601LUH4Y       20190101003795100000005000 0400085620002255   
0601LUH4Y       20190101003800100000005000 0400085800002256   
0601LUH4Y       20190101003805100000005000 0400085950002257   
0601LUH4Y       20190101003810100000005000 0400086090002258   
0601LUH4Y       20190101003815100000005000 0400086270002260   
0601LUH4Y       20190101003820100000005000 0400086410002261   
0601LUH4Y       20190101003825100000005000 0400086560002262   
0601LUH4Y       20190101003830100000005000 0400086740002263   
0601LUH4Y       20190101003835100000005000 0400086880002264   
0601LUH4Y       20190101003840100000005000 0400087030002265   
0601LUH4Y       20190101003845100000005000 0400087200002266   
0601LUH4Y       20190101003850100000005000 0400087350002267   
0601LUH4Y       20190101003855100000005000 0400087500002268   
0601LUH4Y       20190101003860100000005000 0400087670002270   
0601LUH4Y       20190101003865100000005000 0400087820002271   
0601LUH4Y       20190101003870100000005000 0400087960002271   
0601LUH4Y       20190101003875100000005000 0400088140002273   
0601LUH4Y       20190101003880100000005000 0400088280002274   
0601LUH4Y       20190101003885100000005000 0400088430002275   
0601LUH4Y       20190101003890100000005000 0400088610002276   
0601LUH4Y       20190101003895100000005000 0400088750002277   
0601LUH4Y       20190101003900100000005000 0400088900002278   
0601LUH4Y       20190101003905100000005000 0400089070002279   
0601LUH4Y       20190101003910100000005000 0400089220002280   
0601LUH4Y       20190101003915100000005000 0400089370002281   
0601LUH4Y       20190101003920100000005000 0400089540002283   
0601LUH4Y       20190101003925100000005000 0400089690002284   
0601LUH4Y       20190101003930100000005000 0400089830002284   
0601LUH4Y       20190101003935100000005000 0400090010002286   
0601LUH4Y       20190101003940100000005000 0400090160002287   
0601LUH4Y       20190101003945100000005000 0400090300002288   
0601LUH4Y       20190101003950100000005000 0400090480002289   
0601LUH4Y       20190101003955100000005000 0400090620002290   
0601LUH4Y       20190101003960100000005000 0400090770002291   
0601LUH4Y       20190101003965100000005000 0400090940002292   
0601LUH4Y       20190101003970100000005000 0400091090002293   
0601LUH4Y       20190101003975100000005000 0400091240002294   
0601LUH4Y       20190101003980100000005000 0400091410002295   
0601LUH4Y       20190101003985100000005000 0400091560002296   
0601LUH4Y       20190101003990100000005000 0400091700002297   
0601LUH4Y       20190101003995100000005000 0400091880002298   
0601LUH4Y       20190101004000100002000000 0400123120002462   
0601LUH4Y       20190101006000100002000000 0400185430002649   
0601LUH4Y       20190101008000100002000000 0400247460002750   
0601LUH5Y       20190101000000100000120000 0500000130000000   
0601LUH5Y       20190101000120100000005000 0500000130000106   
0601LUH5Y       20190101000125100000005000 0500000130000102   
0601LUH5Y       20190101000130100000005000 0500000130000098   
0601LUH5Y       20190101000135100000005000 0500000130000095   
0601LUH5Y       20190101000140100000005000 0500000130000091   
0601LUH5Y       20190101000145100000005000 0500000130000088   
0601LUH5Y       20190101000150100000005000 0500000130000085   
0601LUH5Y       20190101000155100000005000 0500000130000083   
0601LUH5Y       20190101000160100000005000 0500000130000080   
0601LUH5Y       20190101000165100000005000 0500000130000078   
0601LUH5Y       20190101000170100000005000 0500000130000075   
0601LUH5Y       20190101000175100000005000 0500000130000073   
0601LUH5Y       20190101000180100000005000 0500000130000071   
0601LUH5Y       20190101000185100000005000 0500000130000069   
0601LUH5Y       20190101000190100000005000 0500000130000068   
0601LUH5Y       20190101000195100000005000 0500000130000066   
0601LUH5Y       20190101000200100000005000 0500000130000064   
0601LUH5Y       20190101000205100000005000 0500000130000063   
0601LUH5Y       20190101000210100000005000 0500000130000061   
0601LUH5Y       20190101000215100000005000 0500000130000060   
0601LUH5Y       20190101000220100000005000 0500000130000058   
0601LUH5Y       20190101000225100000005000 0500000130000057   
0601LUH5Y       20190101000230100000005000 0500000130000056   
0601LUH5Y       20190101000235100000005000 0500000130000055   
0601LUH5Y       20190101000240100000005000 0500000130000054   
0601LUH5Y       20190101000245100000005000 0500000130000053   
0601LUH5Y       20190101000250100000005000 0500000130000051   
0601LUH5Y       20190101000255100000005000 0500000130000050   
0601LUH5Y       20190101000260100000005000 0500000130000050   
0601LUH5Y       20190101000265100000005000 0500000130000049   
0601LUH5Y       20190101000270100000005000 0500000130000048   
0601LUH5Y       20190101000275100000005000 0500000130000047   
0601LUH5Y       20190101000280100000005000 0500000130000046   
0601LUH5Y       20190101000285100000005000 0500000130000045   
0601LUH5Y       20190101000290100000005000 0500000130000044   
0601LUH5Y       20190101000295100000005000 0500000130000044   
0601LUH5Y       20190101000300100000005000 0500000130000043   
0601LUH5Y       20190101000305100000005000 0500000130000042   
0601LUH5Y       20190101000310100000005000 0500000130000042   
0601LUH5Y       20190101000315100000005000 0500000130000041   
0601LUH5Y       20190101000320100000005000 0500000130000040   
0601LUH5Y       20190101000325100000005000 0500000130000040   
0601LUH5Y       20190101000330100000005000 0500000130000039   
0601LUH5Y       20190101000335100000005000 0500000130000039   
0601LUH5Y       20190101000340100000005000 0500000130000038   
0601LUH5Y       20190101000345100000005000 0500000130000037   
0601LUH5Y       20190101000350100000005000 0500000130000037   
0601LUH5Y       20190101000355100000005000 0500000130000036   
0601LUH5Y       20190101000360100000005000 0500000130000036   
0601LUH5Y       20190101000365100000005000 0500000130000035   
0601LUH5Y       20190101000370100000005000 0500000130000035   
0601LUH5Y       20190101000375100000005000 0500000130000034   
0601LUH5Y       20190101000380100000005000 0500000130000034   
0601LUH5Y       20190101000385100000005000 0500000130000034   
0601LUH5Y       20190101000390100000005000 0500000130000033   
0601LUH5Y       20190101000395100000005000 0500000130000033   
0601LUH5Y       20190101000400100000005000 0500000130000032   
0601LUH5Y       20190101000405100000005000 0500000130000032   
0601LUH5Y       20190101000410100000005000 0500000130000032   
0601LUH5Y       20190101000415100000005000 0500000130000031   
0601LUH5Y       20190101000420100000005000 0500000130000031   
0601LUH5Y       20190101000425100000005000 0500000130000030   
0601LUH5Y       20190101000430100000005000 0500000130000030   
0601LUH5Y       20190101000435100000005000 0500000130000030   
0601LUH5Y       20190101000440100000005000 0500000130000029   
0601LUH5Y       20190101000445100000005000 0500000130000029   
0601LUH5Y       20190101000450100000005000 0500000130000029   
0601LUH5Y       20190101000455100000005000 0500000130000028   
0601LUH5Y       20190101000460100000005000 0500000130000028   
0601LUH5Y       20190101000465100000005000 0500000130000028   
0601LUH5Y       20190101000470100000005000 0500000130000028   
0601LUH5Y       20190101000475100000005000 0500000130000027   
0601LUH5Y       20190101000480100000005000 0500000130000027   
0601LUH5Y       20190101000485100000005000 0500000130000027   
0601LUH5Y       20190101000490100000005000 0500000130000026   
0601LUH5Y       20190101000495100000005000 0500000130000026   
0601LUH5Y       20190101000500100000005000 0500000130000026   
0601LUH5Y       20190101000505100000005000 0500000130000026   
0601LUH5Y       20190101000510100000005000 0500000130000025   
0601LUH5Y       20190101000515100000005000 0500000130000025   
0601LUH5Y       20190101000520100000005000 0500000130000025   
0601LUH5Y       20190101000525100000005000 0500000130000025   
0601LUH5Y       20190101000530100000005000 0500000130000024   
0601LUH5Y       20190101000535100000005000 0500000130000024   
0601LUH5Y       20190101000540100000005000 0500000130000024   
0601LUH5Y       20190101000545100000005000 0500000130000024   
0601LUH5Y       20190101000550100000005000 0500000130000024   
0601LUH5Y       20190101000555100000005000 0500000130000023   
0601LUH5Y       20190101000560100000005000 0500000130000023   
0601LUH5Y       20190101000565100000005000 0500000130000023   
0601LUH5Y       20190101000570100000005000 0500000130000023   
0601LUH5Y       20190101000575100000005000 0500000130000023   
0601LUH5Y       20190101000580100000005000 0500000130000022   
0601LUH5Y       20190101000585100000005000 0500000130000022   
0601LUH5Y       20190101000590100000005000 0500000130000022   
0601LUH5Y       20190101000595100000005000 0500000130000022   
0601LUH5Y       20190101000600100000005000 0500000130000022   
0601LUH5Y       20190101000605100000005000 0500000130000021   
0601LUH5Y       20190101000610100000005000 0500000130000021   
0601LUH5Y       20190101000615100000005000 0500000130000021   
0601LUH5Y       20190101000620100000005000 0500000140000022   
0601LUH5Y       20190101000625100000005000 0500000140000022   
0601LUH5Y       20190101000630100000005000 0500000150000024   
0601LUH5Y       20190101000635100000005000 0500000160000025   
0601LUH5Y       20190101000640100000005000 0500000170000026   
0601LUH5Y       20190101000645100000005000 0500000170000026   
0601LUH5Y       20190101000650100000005000 0500000180000028   
0601LUH5Y       20190101000655100000005000 0500000200000030   
0601LUH5Y       20190101000660100000005000 0500000220000033   
0601LUH5Y       20190101000665100000005000 0500000250000037   
0601LUH5Y       20190101000670100000005000 0500000290000043   
0601LUH5Y       20190101000675100000005000 0500000330000049   
0601LUH5Y       20190101000680100000005000 0500000370000054   
0601LUH5Y       20190101000685100000005000 0500000420000061   
0601LUH5Y       20190101000690100000005000 0500000460000066   
0601LUH5Y       20190101000695100000005000 0500000510000073   
0601LUH5Y       20190101000700100000005000 0500000570000081   
0601LUH5Y       20190101000705100000005000 0500000620000088   
0601LUH5Y       20190101000710100000005000 0500000680000095   
0601LUH5Y       20190101000715100000005000 0500000730000102   
0601LUH5Y       20190101000720100000005000 0500000790000109   
0601LUH5Y       20190101000725100000005000 0500000840000115   
0601LUH5Y       20190101000730100000005000 0500000900000123   
0601LUH5Y       20190101000735100000005000 0500000960000130   
0601LUH5Y       20190101000740100000005000 0500001030000139   
0601LUH5Y       20190101000745100000005000 0500001110000148   
0601LUH5Y       20190101000750100000005000 0500001180000157   
0601LUH5Y       20190101000755100000005000 0500001260000166   
0601LUH5Y       20190101000760100000005000 0500001330000174   
0601LUH5Y       20190101000765100000005000 0500001400000182   
0601LUH5Y       20190101000770100000005000 0500001470000190   
0601LUH5Y       20190101000775100000005000 0500001540000198   
0601LUH5Y       20190101000780100000005000 0500001610000206   
0601LUH5Y       20190101000785100000005000 0500001680000213   
0601LUH5Y       20190101000790100000005000 0500001760000222   
0601LUH5Y       20190101000795100000005000 0500001830000229   
0601LUH5Y       20190101000800100000005000 0500001900000237   
0601LUH5Y       20190101000805100000005000 0500001970000244   
0601LUH5Y       20190101000810100000005000 0500002040000251   
0601LUH5Y       20190101000815100000005000 0500002110000258   
0601LUH5Y       20190101000820100000005000 0500002180000265   
0601LUH5Y       20190101000825100000005000 0500002250000272   
0601LUH5Y       20190101000830100000005000 0500002330000280   
0601LUH5Y       20190101000835100000005000 0500002400000287   
0601LUH5Y       20190101000840100000005000 0500002470000293   
0601LUH5Y       20190101000845100000005000 0500002540000300   
0601LUH5Y       20190101000850100000005000 0500002610000306   
0601LUH5Y       20190101000855100000005000 0500002680000313   
0601LUH5Y       20190101000860100000005000 0500002750000319   
0601LUH5Y       20190101000865100000005000 0500002830000326   
0601LUH5Y       20190101000870100000005000 0500002900000332   
0601LUH5Y       20190101000875100000005000 0500002970000338   
0601LUH5Y       20190101000880100000005000 0500003050000346   
0601LUH5Y       20190101000885100000005000 0500003120000352   
0601LUH5Y       20190101000890100000005000 0500003200000359   
0601LUH5Y       20190101000895100000005000 0500003270000364   
0601LUH5Y       20190101000900100000005000 0500003340000370   
0601LUH5Y       20190101000905100000005000 0500003410000376   
0601LUH5Y       20190101000910100000005000 0500003480000381   
0601LUH5Y       20190101000915100000005000 0500003550000387   
0601LUH5Y       20190101000920100000005000 0500003620000392   
0601LUH5Y       20190101000925100000005000 0500003700000399   
0601LUH5Y       20190101000930100000005000 0500003770000404   
0601LUH5Y       20190101000935100000005000 0500003840000410   
0601LUH5Y       20190101000940100000005000 0500003910000415   
0601LUH5Y       20190101000945100000005000 0500003980000420   
0601LUH5Y       20190101000950100000005000 0500004050000425   
0601LUH5Y       20190101000955100000005000 0500004120000430   
0601LUH5Y       20190101000960100000005000 0500004200000436   
0601LUH5Y       20190101000965100000005000 0500004270000441   
0601LUH5Y       20190101000970100000005000 0500004340000446   
0601LUH5Y       20190101000975100000005000 0500004410000451   
0601LUH5Y       20190101000980100000005000 0500004480000456   
0601LUH5Y       20190101000985100000005000 0500004550000461   
0601LUH5Y       20190101000990100000005000 0500004620000465   
0601LUH5Y       20190101000995100000005000 0500004690000470   
0601LUH5Y       20190101001000100000005000 0500004770000476   
0601LUH5Y       20190101001005100000005000 0500004840000480   
0601LUH5Y       20190101001010100000005000 0500004910000485   
0601LUH5Y       20190101001015100000005000 0500004990000490   
0601LUH5Y       20190101001020100000005000 0500005070000496   
0601LUH5Y       20190101001025100000005000 0500005140000500   
0601LUH5Y       20190101001030100000005000 0500005210000505   
0601LUH5Y       20190101001035100000005000 0500005280000509   
0601LUH5Y       20190101001040100000005000 0500005350000513   
0601LUH5Y       20190101001045100000005000 0500005420000517   
0601LUH5Y       20190101001050100000005000 0500005490000522   
0601LUH5Y       20190101001055100000005000 0500005570000527   
0601LUH5Y       20190101001060100000005000 0500005640000531   
0601LUH5Y       20190101001065100000005000 0500005710000535   
0601LUH5Y       20190101001070100000005000 0500005780000539   
0601LUH5Y       20190101001075100000005000 0500005860000544   
0601LUH5Y       20190101001080100000005000 0500005940000549   
0601LUH5Y       20190101001085100000005000 0500006010000553   
0601LUH5Y       20190101001090100000005000 0500006080000557   
0601LUH5Y       20190101001095100000005000 0500006150000560   
0601LUH5Y       20190101001100100000005000 0500006220000564   
0601LUH5Y       20190101001105100000005000 0500006310000570   
0601LUH5Y       20190101001110100000005000 0500006380000573   
0601LUH5Y       20190101001115100000005000 0500006450000577   
0601LUH5Y       20190101001120100000005000 0500006520000581   
0601LUH5Y       20190101001125100000005000 0500006610000586   
0601LUH5Y       20190101001130100000005000 0500006680000590   
0601LUH5Y       20190101001135100000005000 0500006750000593   
0601LUH5Y       20190101001140100000005000 0500006840000599   
0601LUH5Y       20190101001145100000005000 0500006910000602   
0601LUH5Y       20190101001150100000005000 0500006980000606   
0601LUH5Y       20190101001155100000005000 0500007060000610   
0601LUH5Y       20190101001160100000005000 0500007140000614   
0601LUH5Y       20190101001165100000005000 0500007210000618   
0601LUH5Y       20190101001170100000005000 0500007290000622   
0601LUH5Y       20190101001175100000005000 0500007360000625   
0601LUH5Y       20190101001180100000005000 0500007430000628   
0601LUH5Y       20190101001185100000005000 0500007520000633   
0601LUH5Y       20190101001190100000005000 0500007590000636   
0601LUH5Y       20190101001195100000005000 0500007660000640   
0601LUH5Y       20190101001200100000005000 0500007750000644   
0601LUH5Y       20190101001205100000005000 0500007820000648   
0601LUH5Y       20190101001210100000005000 0500007890000651   
0601LUH5Y       20190101001215100000005000 0500007980000655   
0601LUH5Y       20190101001220100000005000 0500008050000658   
0601LUH5Y       20190101001225100000005000 0500008120000662   
0601LUH5Y       20190101001230100000005000 0500008210000666   
0601LUH5Y       20190101001235100000005000 0500008280000669   
0601LUH5Y       20190101001240100000005000 0500008350000672   
0601LUH5Y       20190101001245100000005000 0500008450000677   
0601LUH5Y       20190101001250100000005000 0500008540000682   
0601LUH5Y       20190101001255100000005000 0500008620000685   
0601LUH5Y       20190101001260100000005000 0500008730000691   
0601LUH5Y       20190101001265100000005000 0500008820000696   
0601LUH5Y       20190101001270100000005000 0500008900000699   
0601LUH5Y       20190101001275100000005000 0500009010000705   
0601LUH5Y       20190101001280100000005000 0500009100000710   
0601LUH5Y       20190101001285100000005000 0500009190000714   
0601LUH5Y       20190101001290100000005000 0500009290000719   
0601LUH5Y       20190101001295100000005000 0500009380000723   
0601LUH5Y       20190101001300100000005000 0500009470000727   
0601LUH5Y       20190101001305100000005000 0500009580000733   
0601LUH5Y       20190101001310100000005000 0500009680000738   
0601LUH5Y       20190101001315100000005000 0500009770000742   
0601LUH5Y       20190101001320100000005000 0500009880000747   
0601LUH5Y       20190101001325100000005000 0500009970000751   
0601LUH5Y       20190101001330100000005000 0500010060000755   
0601LUH5Y       20190101001335100000005000 0500010170000760   
0601LUH5Y       20190101001340100000005000 0500010260000764   
0601LUH5Y       20190101001345100000005000 0500010360000769   
0601LUH5Y       20190101001350100000005000 0500010480000775   
0601LUH5Y       20190101001355100000005000 0500010580000779   
0601LUH5Y       20190101001360100000005000 0500010680000784   
0601LUH5Y       20190101001365100000005000 0500010800000790   
0601LUH5Y       20190101001370100000005000 0500010900000794   
0601LUH5Y       20190101001375100000005000 0500011000000799   
0601LUH5Y       20190101001380100000005000 0500011120000804   
0601LUH5Y       20190101001385100000005000 0500011220000809   
0601LUH5Y       20190101001390100000005000 0500011320000813   
0601LUH5Y       20190101001395100000005000 0500011440000819   
0601LUH5Y       20190101001400100000005000 0500011540000823   
0601LUH5Y       20190101001405100000005000 0500011640000827   
0601LUH5Y       20190101001410100000005000 0500011760000833   
0601LUH5Y       20190101001415100000005000 0500011860000837   
0601LUH5Y       20190101001420100000005000 0500011960000841   
0601LUH5Y       20190101001425100000005000 0500012090000847   
0601LUH5Y       20190101001430100000005000 0500012190000851   
0601LUH5Y       20190101001435100000005000 0500012290000855   
0601LUH5Y       20190101001440100000005000 0500012420000861   
0601LUH5Y       20190101001445100000005000 0500012520000865   
0601LUH5Y       20190101001450100000005000 0500012630000870   
0601LUH5Y       20190101001455100000005000 0500012750000875   
0601LUH5Y       20190101001460100000005000 0500012860000879   
0601LUH5Y       20190101001465100000005000 0500012960000883   
0601LUH5Y       20190101001470100000005000 0500013090000889   
0601LUH5Y       20190101001475100000005000 0500013190000893   
0601LUH5Y       20190101001480100000005000 0500013300000897   
0601LUH5Y       20190101001485100000005000 0500013420000902   
0601LUH5Y       20190101001490100000005000 0500013520000906   
0601LUH5Y       20190101001495100000005000 0500013630000910   
0601LUH5Y       20190101001500100000005000 0500013750000915   
0601LUH5Y       20190101001505100000005000 0500013860000919   
0601LUH5Y       20190101001510100000005000 0500013960000923   
0601LUH5Y       20190101001515100000005000 0500014090000929   
0601LUH5Y       20190101001520100000005000 0500014190000932   
0601LUH5Y       20190101001525100000005000 0500014300000936   
0601LUH5Y       20190101001530100000005000 0500014430000942   
0601LUH5Y       20190101001535100000005000 0500014540000946   
0601LUH5Y       20190101001540100000005000 0500014640000949   
0601LUH5Y       20190101001545100000005000 0500014770000954   
0601LUH5Y       20190101001550100000005000 0500014880000958   
0601LUH5Y       20190101001555100000005000 0500014990000962   
0601LUH5Y       20190101001560100000005000 0500015100000966   
0601LUH5Y       20190101001565100000005000 0500015230000972   
0601LUH5Y       20190101001570100000005000 0500015340000976   
0601LUH5Y       20190101001575100000005000 0500015450000979   
0601LUH5Y       20190101001580100000005000 0500015580000985   
0601LUH5Y       20190101001585100000005000 0500015690000988   
0601LUH5Y       20190101001590100000005000 0500015790000992   
0601LUH5Y       20190101001595100000005000 0500015920000997   
0601LUH5Y       20190101001600100000005000 0500016030001000   
0601LUH5Y       20190101001605100000005000 0500016140001004   
0601LUH5Y       20190101001610100000005000 0500016270001009   
0601LUH5Y       20190101001615100000005000 0500016380001013   
0601LUH5Y       20190101001620100000005000 0500016490001016   
0601LUH5Y       20190101001625100000005000 0500016630001022   
0601LUH5Y       20190101001630100000005000 0500016740001025   
0601LUH5Y       20190101001635100000005000 0500016850001029   
0601LUH5Y       20190101001640100000005000 0500016990001034   
0601LUH5Y       20190101001645100000005000 0500017100001038   
0601LUH5Y       20190101001650100000005000 0500017210001041   
0601LUH5Y       20190101001655100000005000 0500017350001047   
0601LUH5Y       20190101001660100000005000 0500017460001050   
0601LUH5Y       20190101001665100000005000 0500017570001054   
0601LUH5Y       20190101001670100000005000 0500017710001059   
0601LUH5Y       20190101001675100000005000 0500017820001062   
0601LUH5Y       20190101001680100000005000 0500017940001066   
0601LUH5Y       20190101001685100000005000 0500018070001071   
0601LUH5Y       20190101001690100000005000 0500018190001075   
0601LUH5Y       20190101001695100000005000 0500018310001079   
0601LUH5Y       20190101001700100000005000 0500018460001084   
0601LUH5Y       20190101001705100000005000 0500018590001089   
0601LUH5Y       20190101001710100000005000 0500018710001093   
0601LUH5Y       20190101001715100000005000 0500018860001098   
0601LUH5Y       20190101001720100000005000 0500018990001102   
0601LUH5Y       20190101001725100000005000 0500019110001106   
0601LUH5Y       20190101001730100000005000 0500019260001112   
0601LUH5Y       20190101001735100000005000 0500019390001116   
0601LUH5Y       20190101001740100000005000 0500019510001120   
0601LUH5Y       20190101001745100000005000 0500019670001126   
0601LUH5Y       20190101001750100000005000 0500019800001130   
0601LUH5Y       20190101001755100000005000 0500019930001134   
0601LUH5Y       20190101001760100000005000 0500020080001139   
0601LUH5Y       20190101001765100000005000 0500020210001143   
0601LUH5Y       20190101001770100000005000 0500020340001148   
0601LUH5Y       20190101001775100000005000 0500020500001153   
0601LUH5Y       20190101001780100000005000 0500020630001157   
0601LUH5Y       20190101001785100000005000 0500020760001161   
0601LUH5Y       20190101001790100000005000 0500020920001167   
0601LUH5Y       20190101001795100000005000 0500021060001172   
0601LUH5Y       20190101001800100000005000 0500021200001176   
0601LUH5Y       20190101001805100000005000 0500021360001182   
0601LUH5Y       20190101001810100000005000 0500021500001186   
0601LUH5Y       20190101001815100000005000 0500021640001191   
0601LUH5Y       20190101001820100000005000 0500021810001197   
0601LUH5Y       20190101001825100000005000 0500021950001201   
0601LUH5Y       20190101001830100000005000 0500022090001205   
0601LUH5Y       20190101001835100000005000 0500022260001211   
0601LUH5Y       20190101001840100000005000 0500022400001216   
0601LUH5Y       20190101001845100000005000 0500022550001221   
0601LUH5Y       20190101001850100000005000 0500022720001226   
0601LUH5Y       20190101001855100000005000 0500022860001231   
0601LUH5Y       20190101001860100000005000 0500023000001235   
0601LUH5Y       20190101001865100000005000 0500023170001241   
0601LUH5Y       20190101001870100000005000 0500023310001245   
0601LUH5Y       20190101001875100000005000 0500023450001249   
0601LUH5Y       20190101001880100000005000 0500023620001255   
0601LUH5Y       20190101001885100000005000 0500023770001259   
0601LUH5Y       20190101001890100000005000 0500023920001264   
0601LUH5Y       20190101001895100000005000 0500024090001270   
0601LUH5Y       20190101001900100000005000 0500024240001274   
0601LUH5Y       20190101001905100000005000 0500024380001278   
0601LUH5Y       20190101001910100000005000 0500024560001284   
0601LUH5Y       20190101001915100000005000 0500024700001288   
0601LUH5Y       20190101001920100000005000 0500024850001293   
0601LUH5Y       20190101001925100000005000 0500025030001299   
0601LUH5Y       20190101001930100000005000 0500025170001302   
0601LUH5Y       20190101001935100000005000 0500025320001307   
0601LUH5Y       20190101001940100000005000 0500025490001312   
0601LUH5Y       20190101001945100000005000 0500025640001317   
0601LUH5Y       20190101001950100000005000 0500025790001321   
0601LUH5Y       20190101001955100000005000 0500025960001326   
0601LUH5Y       20190101001960100000005000 0500026110001330   
0601LUH5Y       20190101001965100000005000 0500026250001334   
0601LUH5Y       20190101001970100000005000 0500026430001340   
0601LUH5Y       20190101001975100000005000 0500026580001344   
0601LUH5Y       20190101001980100000005000 0500026720001348   
0601LUH5Y       20190101001985100000005000 0500026900001353   
0601LUH5Y       20190101001990100000005000 0500027040001357   
0601LUH5Y       20190101001995100000005000 0500027190001361   
0601LUH5Y       20190101002000100000005000 0500027360001366   
0601LUH5Y       20190101002005100000005000 0500027510001370   
0601LUH5Y       20190101002010100000005000 0500027660001374   
0601LUH5Y       20190101002015100000005000 0500027830001379   
0601LUH5Y       20190101002020100000005000 0500027980001383   
0601LUH5Y       20190101002025100000005000 0500028120001387   
0601LUH5Y       20190101002030100000005000 0500028300001392   
0601LUH5Y       20190101002035100000005000 0500028450001396   
0601LUH5Y       20190101002040100000005000 0500028590001400   
0601LUH5Y       20190101002045100000005000 0500028770001405   
0601LUH5Y       20190101002050100000005000 0500028910001409   
0601LUH5Y       20190101002055100000005000 0500029060001412   
0601LUH5Y       20190101002060100000005000 0500029230001417   
0601LUH5Y       20190101002065100000005000 0500029380001421   
0601LUH5Y       20190101002070100000005000 0500029530001425   
0601LUH5Y       20190101002075100000005000 0500029700001430   
0601LUH5Y       20190101002080100000005000 0500029850001433   
0601LUH5Y       20190101002085100000005000 0500029990001437   
0601LUH5Y       20190101002090100000005000 0500030170001442   
0601LUH5Y       20190101002095100000005000 0500030320001446   
0601LUH5Y       20190101002100100000005000 0500030460001449   
0601LUH5Y       20190101002105100000005000 0500030640001454   
0601LUH5Y       20190101002110100000005000 0500030780001457   
0601LUH5Y       20190101002115100000005000 0500030930001461   
0601LUH5Y       20190101002120100000005000 0500031110001466   
0601LUH5Y       20190101002125100000005000 0500031250001469   
0601LUH5Y       20190101002130100000005000 0500031400001472   
0601LUH5Y       20190101002135100000005000 0500031570001477   
0601LUH5Y       20190101002140100000005000 0500031720001481   
0601LUH5Y       20190101002145100000005000 0500031870001484   
0601LUH5Y       20190101002150100000005000 0500032040001489   
0601LUH5Y       20190101002155100000005000 0500032190001492   
0601LUH5Y       20190101002160100000005000 0500032330001495   
0601LUH5Y       20190101002165100000005000 0500032510001500   
0601LUH5Y       20190101002170100000005000 0500032650001503   
0601LUH5Y       20190101002175100000005000 0500032800001506   
0601LUH5Y       20190101002180100000005000 0500032980001511   
0601LUH5Y       20190101002185100000005000 0500033120001514   
0601LUH5Y       20190101002190100000005000 0500033270001517   
0601LUH5Y       20190101002195100000005000 0500033440001522   
0601LUH5Y       20190101002200100000005000 0500033590001525   
0601LUH5Y       20190101002205100000005000 0500033740001528   
0601LUH5Y       20190101002210100000005000 0500033910001533   
0601LUH5Y       20190101002215100000005000 0500034060001536   
0601LUH5Y       20190101002220100000005000 0500034200001539   
0601LUH5Y       20190101002225100000005000 0500034380001543   
0601LUH5Y       20190101002230100000005000 0500034520001546   
0601LUH5Y       20190101002235100000005000 0500034670001549   
0601LUH5Y       20190101002240100000005000 0500034850001554   
0601LUH5Y       20190101002245100000005000 0500034990001557   
0601LUH5Y       20190101002250100000005000 0500035140001560   
0601LUH5Y       20190101002255100000005000 0500035310001564   
0601LUH5Y       20190101002260100000005000 0500035460001567   
0601LUH5Y       20190101002265100000005000 0500035610001570   
0601LUH5Y       20190101002270100000005000 0500035750001573   
0601LUH5Y       20190101002275100000005000 0500035930001578   
0601LUH5Y       20190101002280100000005000 0500036070001580   
0601LUH5Y       20190101002285100000005000 0500036220001583   
